javanese,ground_truth,generated,bertscore
"Anyar lan kashediya, 5 sekat mangan awan kotak kotak mangan yooyee kotak bekal anti bocor 590","Baru dan tersedia, 5 sekat makan siang kotak kotak makan yooyee kotak bekal anti bocor 590","Baru dan bagus, 5 kotak makan siang kotak-kotak kotak mangan yooyee kotak bekal anti bocor 590",0.9594883918762207
"Ora ngerti ya kenangapa resto iki manggoni ranking 12 saka 1800an resto sing ana ing jakarta. Regane larang! Panggonane ndhelik, lan rasa panganane biasa bae. Aja percaya banget karo review sing nyesatake.","Tidak mengerti ya kenapa resto ini menduduki peringkat 12 dari 1800an resto yang ada di jakarta. Harga mahal! Lokasi tersembunyi, dan rasa makanan biasa saja. Jangan terlalu percaya sama review yang menyesatkanlah.","Saya tidak mengerti mengapa restoran ini selalu mendapat peringkat 12 dari 1800 restoran di Jakarta. Harganya mahal! Lokasinya sempit, dan rasanya biasa saja. Jangan terlalu percaya dengan ulasan yang menyesatkan.",0.9436880350112915
Bledosan ning aksi protes ning afghanistan mateni wong 68,Ledakan dalam aksi protes di afghanistan tewaskan 68 orang,Tembakan terhadap aksi protes di Afghanistan yang menewaskan 68 orang.,0.9239992499351501
"Aku teka marang restoran kuwi bareng karo kancaku. Kancaku kakehan kaget ndhelok pemandangane sing apik tenan ing mbengi. Aku ndhuweni kasempatan njajal stik impore, enak tenan apa maneh sause. Mmm yummi. Yen ana kasempatan aku pengen teka maneh marang kana.","Saya berkunjung ke restoran itu bersama dengan teman saya. Teman saya kebanyakan terkejut melihat pemandangannya yang sangat indah di malam hari. Saya berkesempatan mencoba steak impornya, sangat enak apalagi sausnya. Mmm yummi. Kalau ada kesempatan saya ingin berkunjung lagi ke sana.","Aku datang ke restoran ini bersama temanku. Temanku sangat terkejut melihat pemandangannya yang indah sekali. Aku punya kesempatan untuk mencoba stik impor, enak sekali atau bahkan lebih, Sayang. Mmm yummi. Jika ada kesempatan, aku ingin kembali ke sana.",0.9356791377067566
Akses menyang dusun bambu isa ditekani kira-kira ing wektu 1 - 2 jam nganggo mobil pribadi. Mara menyang dusun bambu diusahakake pas wektu wengi amarga awake dhewe isa ndelok cetha pemandangan sing ana lan wektu sing pas kanggo mangan wengi.,Akses menuju dusun bambu bisa ditempuh kira-kira dalam waktu 1 - 2 jam menggunakan mobil pribadi. Berkunjung ke dusun bambu diusahakan saat petang hari karena kita dapat melihat jelas pemandangan yang ada dan waktu yang pas untuk makan malam.,Akses ke dusun bambu bisa ditempuh kira-kira 1-2 jam menggunakan mobil pribadi. Lebih baik menuju dusun bambu pada waktu malam karena pemandangannya lebih jelas dan waktu yang tepat untuk makan malam.,0.9491164088249207
"Panganane oke padha karo xo suki liyane. Nanging sanajan dina prei gedhe kaya badha iki udhu artine meseme prei lan pesenan ombe, lan liya-liyane kudu mesen ping akeh. Tulung dijaga kepuasan pelanggane. Matur suwun,","Makanan oke sama seperti xo suki lainnya. Tetapi walaupun hari libur besar seperti lebaran ini bukan berarti senyumnya libur dan order minum, dan lain-lain harus order berkali-kali. Tolong di jaga kepuasan pelanggannya. Terima kasih.","Makananannya oke padahal sudah pesan lain. Tapi meskipun hari ramai seperti ini, tetap berarti pelayanan yang baik dan pesanan yang banyak, serta lain-lain harus memesan banyak. Tolong jaga kepuasan pelanggannya. Terima kasih.",0.9103472828865051
"Restoran iki yaiku panggon kuliner sing wajib diparani umpama nyang bandung. Ora mung panganane sing manjakne ilat panganan sunda banget, restoran iki uga dibangun nganggo konsep mangan santai ning jero kali dadi nawarne pengalaman kuliner sing berkesan banget. Kudu dijajal dinggo sopo ae sing nyang bandung.","Restoran ini adalah sebuah destinasi kuliner yang wajib dikunjungi bila ke bandung. Selain makanan yang sangat memanjakan lidah makanan sunda, restoran ini juga dibangun dengan konsep makan santai di dalam saung yang dikelilingi alam hutan dan pegunungan yang dihias pepohonan rindang dan dihibur oleh gemericik air sungai sehingga menawarkan pengalaman kuliner yang teramat mengesankan. Harus dicoba bagi siapapun yang ke bandung.","Restoran ini adalah tempat kuliner yang wajib dikunjungi jika ke Bandung. Bukan hanya makanannya yang menarik, restoran ini juga dibangun dengan konsep makan yang santai namun interiornya didominasi warna-warna yang memberikan pengalaman kuliner yang sangat berkesan. Wajib dicoba oleh siapa saja yang ke Bandung.",0.9143791794776917
Mbalik ngaktifne paket data indosat merga isa akses youtube unlimited.,Kembali mengaktifkan paket data indosat karena dapat akses youtube unlimited.,Paket data Indosat sudah aktif kembali karena bisa mengakses YouTube tanpa batas.,0.9310445785522461
Aku nembe ngerti ketemu kancaku sek makarya nang trans tv,Saya baru saja bertemu teman saya yang bekerja di trans tv,Aku baru mengerti bertemu kancanku sek untuk syuting di Trans TV.,0.8819111585617065
"Omah mangan ning dalan anggrek iki nduwe keistimewaan jenis seafood sing rena-rena lan ana sing isih urip dinggo dipilih lan dimasak pas kuwi uga. Rena-rena jenis panganan isa dipilih lan wektu ngenteni sing sediluk nggarai adewe ora tek kesuwen keluwen ngenteni. Menu kerapu kukuse enak banget lan gurih, apa meneh lak dimasak karo iwak sing isih seger. Lokasine lumayan adem, regane mirah.","Rumah makan di jalan anggrek ini memiliki keistimewaan jenis seafood yang beragam dan ada yang masih hidup untuk dipilih dan dimasak saat itu juga. Berbagai jenis masakan dapat dipilih dan waktu tunggu yang singkat membuat kita tidak terlalu lama kelaparan menunggu. Menu kerapu kukusnya sangat enak dan gurih, apalagi bila dimasak dengan ikan yang masih segar. Lokasi cukup sejuk, harga murah.","Rumah makan di jalan anggrek ini memiliki keistimewaan jenis seafood yang beragam dan ada yang masih hidup untuk dipilih dan dimasak saat itu juga. Pilihan jenis makanan bisa dipilih dan waktu tunggu yang biasanya membuat lapar tidak akan sulit lagi untuk menunggu. Menu kerapu kukus sangat enak dan gurih, apa lagi yang tidak dimasak dengan ikan yang masih segar. Lokasinya cukup sejuk, harganya mahal.",0.971505343914032
"Kaya biasane awakdewe mesti golek kuliner sing liya timbangane sing liyane, awakdewe entuk ning panggen iki yaiku the restaurant padma hotel. Awakdewe pesen menu sing ana. Ana saka indonesia, eropa lan cina, tibake kabeh masakane enak kabeh.","Seperti biasa kami selalu mencari kuliner yang lain daripada yang lain, dapatlah kami di tempat ini yaitu the restaurant padma hotel. Kami memesan menu yang ada. Ada dari indonesia, eropa dan chinese, ternyata semua masakannya enak semuanya.","Kaya biasanya, kami mencari kuliner lain selain yang lain, kami mendapatkan makanan ini yaitu restoran Padma Hotel. Kami memesan menu yang ada. Ada dari Indonesia, Eropa, dan Cina, semuanya masakannya enak semuanya.",0.946479320526123
Iya kuwi sing nggawe aku kesel. Iki udu salahe sing ngelamar nanging jelas 100% salahe pihak sing ana ing ndhuwur sing embuh piye carane dheweke koordinasi. Nyesek aku kuwi sanajan iki kasus kancaku sing ing lampung.,Iya itu yang bikin saya kesal. Ini bukan kesalahan sang pelamar tapi jelas 100% kesalahan pihak yang di atas yang entah bagaimana cara mereka berkordinasi. Nyesek saya itu walaupun ini kasus teman saya yang di lampung.,"Ya, itu yang membuatku kesal. Ini memang tidak salah orang yang melamar, tetapi jelas-jelas pihak yang ada di atas yang tahu bagaimana cara berkoordinasi. Aku sedih karena itu, meskipun ini kasus temanku yang di Lampung.",0.9280735850334167
"Pelayanane cukup suwi, nanging suwasanane sing diwenehi apik lan unik, dadi karo ngenteni panganan isa nikmati suwasana ing restoran iki, menu sing disajikake aneka werna lan enak,","Pelayanannya agak lama, tetapi suasana yang diberikan keren dan unik, jadi sambil menunggu makanan bisa menikmati suasana di resto ini, menu yang disajikan beragam dan enak,","Pelayanannya cukup cepat, tetapi makanannya yang diberikan baik dan unik, jadi dengan menunggu makanan bisa menikmati hidangan dengan nikmat di restoran ini, menu yang disajikan beragam dan lezat.",0.9552058577537537
"Panganan ing kene enak-enak kanthi akeh variasine. Kabehane enak kanthi pemandangan apik. Pelayanane sing maksimal saka mbak diah lan gina saka ngewiwiti teka nganti rampung, dilayani kanthi apik tenan.","Makanan di sini enak-enak dengan banyak variasi. Semuanya enak dengan pemandangan bagus. Pelayanan yang maksimal dari mbak diah dan gina dari awal datang sampai selesai, dilayani dengan sangat baik.","Makanan di sini enak-enak sekali dengan banyak variasinya. Seluruhnya enak dengan pemandangan yang bagus. Pelayanannya maksimal dari Mbak Diah dan Gina, mulai dari datang hingga selesai, dilayani dengan sangat baik.",0.9560580849647522
"Ana ing ajang piala dunia 2018 sesuk, telkomsel njupuk bagian minangka pandukung penyiaran resmi ing perhelatan sepak bola donya kasebut.","Dalam ajang piala dunia 2018 nanti, telkomsel mengambil bagian sebagai pendukung penyiaran resmi dalam perhelatan sepak bola dunia tersebut.","Pada Piala Dunia 2018, Telkomsel mengambil bagian sebagai penyiar resmi dalam perhelatan sepak bola dunia tersebut.",0.9637000560760498
De'e biasane tuku tisu paseo,Dia biasanya membeli tisu paseo,Dia biasanya membeli tisu toilet.,0.9152567386627197
"Buse ora nyaman, mbak, ora sumbut karo sing diomongne bosmu, urung maneh panganane kurang enak banget, terus panggon wisata tujuane sing nggelakne:","Busnya tidak nyaman, mbak, tidak sesuai dengan yang diomongin atasan Anda, belum lagi makanannya kurang enak banget, lalu tempat wisata tujuannya yang mengecewakan:","""Ini tidak nyaman, Mbak, tidak mau disapa oleh orang yang diomongkan bosmu, jadi tidak mau makan lagi rasanya kurang enak sekali, dan tujuan wisata yang dijanjikan itu mengecewakan:""",0.906769871711731
"Cukup gampang golek lokasi iki, mung ngikuti wae arah menyang tengah kota. Mengko ning kiwa dalan ketok parkiran mobil sing cukup akeh, nengkono panggonan kafe iki. Rasane kafe iki pancen arang sepi, pengunjunge akeh banget.","Cukup mudah mencari lokasi ini, tinggal mengikuti saja arah ke tengah kota. Nanti di kiri jalan terlihat parkiran mobil yang cukup banyak, disitulah tempat kafe ini. Rasanya kafe ini memang jarang sepi, banyak sekali pengunjung.","Cukup mudah mencari lokasi ini, cukup ikuti saja arah menuju tengah kota. Kemudian ke kiri jalan, temukan parkiran mobil yang cukup banyak, dan tempat kafe ini berada. Rasanya kafe ini benar-benar ramai, pengunjungnya banyak sekali.",0.9568391442298889
"Gela aku karo provider iki, nganti sebel, nesu, emosi, aku metu, gara gara, sinyal sing ora bener.","Kecewa saya dengan provider ini, sampai kesal, marah, emosi, saya keluar, gara gara, sinyal yang tidak benar.","Saya kesal dengan provider ini, sampai sebel, marah, emosi, saya putus, gara-gara, sinyal yang tidak benar.",0.9720634818077087
"Sarung bantal, seprei lan slimute uwis ora putih...terus temboke wes akeh lumut..","Sarung bantal, seprai dan selimutnya tidak lagi putih...trus dindingnya sudah banyak lumut..","Sarung bantal, seprei dan sprei sudah tidak putih...terus tempatnya sudah banyak lumut.",0.9465742111206055
"Lan pas dheweke teka, saya rusak wae iki acara. Gilo banget aku karo dheweke, asli! Ngapuro yoo aku ora seneng banget karo dheweke","Dan ketika dia tiba, makin rusak saja ini acara. Jijik banget gue sama dia, asli! Maaf yaah gue enggak suka banget sama dia","Ketika dia datang, aku hanya merusak acara ini saja. Aku sangat menyukainya dengannya, asli! Aduh, aku tidak terlalu senang dengannya.",0.9097527861595154
"Dhewe ana acara mangan mbengi wektu kuwi, es krime ora dipisah karo espresso dadi ora isa nyampur sing cocok karo selerane awakedhewe. Salmon steake uga kurang seger, kulit salmone atos, ketoke suwi ing kulkas utawa freezer. Sanajan iku menu utama sing kudune enak.","Kami ada acara makan malam waktu itu, ice krimnya tidak dipisahkan dengan espresso jadi tidak bisa mencampur sesuai selera masing-masing. Salmon steaknya juga kurang segar, kulit salmonnya keras, keliatannya lama di kulkas atau freezer. Padahal itu menu utama yang seharusnya enak.","Saya ada di acara makan yang membuang-buang waktu itu, es krim tidak dipisahkan dari espresso sehingga tidak bisa dicampur sesuai selera sendiri. Steak salmon juga kurang segar, kulit salmonnya keras, sepertinya sudah lama di kulkas atau freezer. Meskipun itu menu utama yang seharusnya enak.",0.9536490440368652
"Panggonane gampang ditemukake. Resik lan higienis, pelayanane apik, dhewe bisa diskusi babagan panganan kang kasadia. Asik.","Tempatnya mudah ditemukan. Bersih dan higienis, pelayanannya bagus, kita bisa diskusi tentang masakan yang tersedia. Asik.","Tempatnya mudah ditemukan. Bersih dan higienis, pelayanannya baik, dan bisa berdiskusi tentang makanan yang tersedia. Asik.",0.9806357622146606
Buffet mangan mbengi paling top. Regane pas karo sing dientukake. Rasane enak piliane akeh. Regane kadang didiskon yen teko rombongan. Sukses terus ya.,Buffet makan malam paling top. Harga sesuai yang didapat. Rasanya enak pilihannya banyak. Harga kadang didiskon jika datang rombongan. Sukses selalu ya.,"Buffet makan paling enak nomor satu. Harganya pas dengan yang disajikan. Rasanya enak, pilihannya banyak. Harganya kadang diskon kalau datang bersama. Sukses terus ya.",0.9525574445724487
Panggon sing apik yen dinikmati wengi. Cukup nyaman. Ragane lumayan murah. Senenganku stik tenderloine. Cukup enak.,Tempat yang bagus kalau dinikmati malam hari. Cukup nyaman. Harga cukup terjangkau. Favorit saya steak tenderloinnya. Cukup enak.,Tempatnya bagus untuk menikmati malam. Cukup nyaman. Harganya lumayan murah. Aku senang dengan steak tenderloin. Cukup enak.,0.9602717757225037
"Njajal kanggo buka puasa ing kene. Kanggo rega sing kagolong larang ana ing antara hotel berbintang sakelasae, rasa sing ditawakake tenan nguciwakake. Pastane ora ana rasane, panganan liyane uga ora ana rasane. Beda tenan karo apa sing biasa ditawakake. Lan pelayanane uga kurang profesional pas ngelakoni pembayaran nganggo kartu kredit.","Mencoba untuk buka puasa di sini. Dengan harga yang tergolong mahal di antara hotel berbintang sekelasnya, rasa yang ditawarkan sangat mengecewakan. Pastanya hambar, makanan lain juga hambar. Sangat berbeda dengan apa yang biasa ditawarkan. Dan pelayanan juga kurang profesional pada saat melakukan pembayaran dengan mengunakan kartu kredit.","Saya mencoba untuk berpuasa di sini. Harganya sangat mahal, bahkan lebih mahal dari hotel bintang-bintang lainnya. Rasanya tidak enak sama sekali. Pastinya tidak ada rasa, makanan lain juga tidak ada rasanya. Berbeda jauh dengan yang biasanya disajikan. Dan pelayanannya juga kurang profesional saat menerima pembayaran dengan kartu kredit.",0.9234879016876221
"Aku uga bingung loh, sing ndukung tokoh kuwi meh kabeh setipe bisane mung ngenyek-ngenyek, fitnah, tembung-tembung kasar, nyebarna isu ngapusi, ngutamakake emosi, akal sehate ora pernah dinggo.","Gue juga bingung loh, pendukung tokoh itu hampir semuanya setipe bisanya cuma maki-maki, fitnah, kata-kata kasar, menyebar isu bohong, mengutamakan emosi, akal sehat tidak pernah dipakai.","Aku juga bingung juga, orang yang mendukung tokoh itu hampir semuanya sama saja bisa hanya mengejek, fitnah, menggunakan kata-kata kasar, menyebarkan isu palsu, mengutamakan emosi, akal sehatnya tidak pernah digunakan.",0.9506956934928894
"Omah mangan nusa indah saiki gelakne ah. Reget, uwong ditokne wae ngrokok ning ruangan nggo ac, pangganan suwe tekane.","Rumah makan nusa indah sekarang mengecewakan ah. Kotor, orang didiamkan saja merokok di ruangan ber ac, makanan lama datangnya.","Rumah makan di Nusa indah sekali sekarang sedang ramai. Sedih, orang-orang hanya merokok di ruangan itu untuk bersantai, lama lagi.",0.8957588076591492
Nadia nggoleki hem kanggo adike ning uniqlo,Nadia mencari kemeja untuk adiknya di uniqlo,Nadia mencari hem untuk dipakai di uniqlo.,0.9248847961425781
"101 dalmatians: The series yaiku seri kartun tipi sing digawe karo disney television animation, kerjo bareng karo jumbo pictures.","101 dalmatians: The series adalah sebuah seri animasi televisi yang diproduksi oleh disney television animation, bekerja sama dengan jumbo pictures.","101 Dalmatians: Seri ini adalah serial kartun televisi yang dibuat oleh Disney Television Animation, bekerja sama dengan Jumbo Pictures.",0.9253492951393127
Kantor kang nyambungake korsel - korut dibuka pekan iki,Kantor penghubung korsel - korut dibuka pekan ini,Kantor yang menghubungkan koridor-koridor dibuka minggu ini.,0.8781424760818481
Menehi berkah bareng sinde! Etukna 50 paket umroh saben tuku minimal rp 15.000 ning alfamart.,Berbagi berkah bersama sinde! Dapatkan 50 paket umroh setiap pembelian minimal rp 15.000 di alfamart.,Dapatkan berkah bersama dengan setiap pembelian! Beli minimal Rp 15.000 dan dapatkan 50 paket umroh di Alfamart.,0.9367762207984924
"Tuku kaos, topi utawa jam tangan ning lapak monoton roomstore busa ditawa khusus nganggo aplikasi ning hape bosku.","Beli kaos, topi atau jam tangan di lapak monoton roomstore bisa diego khusus pakai aplikasi di hape boskuh.","Beli kaos, topi, atau jam tangan di lapak monoton Roomstore busa, ditawarkan khusus menggunakan aplikasi di ponselku.",0.9422615170478821
"Aplikasi google maps akeh paedahe, aku puas nganggone!","Aplikasi google maps sangat bermanfaat, saya puas menggunakannya!","Aplikasi Google Maps sangat membantu, aku puas menggunakannya!",0.9725894927978516
"Kanggo malem minggu ing kene pasangan diwenehi panggonan sing ora kapenak, amarga pas uwong lewat ing kana panggonane dhewe obah-obah, luwih pase mirip kaya warung pinggir dalan. Ora sesuai karo rega panganane sing disajikake, kudune pasangan uga diwenehi panggonan sing apik uduk sembarang nerima tamu lan dideleh ing panggonan kaya kuwi.","Untuk malam minggu di sana pasangan diberi tempat yang tidak nyaman, karena saat orang lewat di sana tempat kami goyang-goyang, lebih tepatnya mirip seperti warung pinggir jalan. Tidak sesuai dengan harga makanan yang disajikan, seharusnya pasangan juga diberi tempat yang bagus bukan sembarang terima tamu dan taruh di tempat seperti itu.","Untuk malam minggu di sini pasangan diberikan tempat yang tidak nyaman, karena saat orang lewat di dekat tempatnya berisik, lebih parah mirip seperti warung pinggir jalan. Tidak sesuai dengan harga makanan yang disajikan, seharusnya pasangan juga diberikan tempat yang baik, terutama saat menerima tamu dan didelekan di tempat seperti itu.",0.9496952891349792
Menu panganan cukup rena-rena lan nggarai sir mesen kabeh. Mirah? Jelas ae!,Menu makanan cukup bervariasi dan bikin mau dipesan semuanya. Murah? Pastinya!,Menu makanan cukup bagus dan memberikan sirup sesuai pesanan semuanya. Setuju? Tentu saja!,0.9150754809379578
Bagikno sak akeh-akehe. Ben wong iki diproses. Kangen ndelok video njaluk sepiro karo nangis-nangis terus wadul nyang mbok e terus omong lak perlakuane kuwi ora sengaja.,Bagikan sebanyak-banyaknya. Biar ini orang diproses. Kangen melihat video minta maaf sambil nangis-nangis lalu ngadu ke emak lalu bilang kalau perlakuan itu tidak sengaja.,Bagikanlah sebanyak-banyaknya. Orang ini sedang diproses. Rindu melihat video yang menangis-nangis terus mengeluh ke neneknya terus bicara tentang perlakuan yang tidak disengaja.,0.9208365678787231
"Soto kudus iki anane ning pinggir dalan, kaping pisan arep mangan rada ora mantep uga sih. Amarga pengen ngerti rasa kudus yo dijajal sek. Ee saktenane uga enak lho, lan ana uga pilihan kanggo nyampurake, pokoke enak tenan. Regane murah pol deh. ","Soto kudus ini adanya di kaki lima, pertama kali mau makan agak ragu juga sih. Karena ingin tahu rasa kudus ya dicoba dulu. Ee ternyata enak juga lho, dan ada juga pilhan untuk mencampurnya, pokoknya enak sekali deh. Harganya murah meriah deh.","Soto Kudus ini ada di pinggir jalan, pagi-pagi pengen makan belum pasti juga sih. Karena pengen tahu rasanya Kudus jadi dicoba dulu. Ya benar-benar enak lho, dan ada juga pilihan untuk dicampur, pokoknya enak banget. Harganya murah banget deh.",0.9395651817321777
Olahraga wengi isa dadi pilihan kanggo ngisi wektu lowong.,Olahraga di malam hari dapat menjadi pilihan untuk mengisi waktu luang.,Olahraga malam bisa menjadi pilihan untuk mengisi waktu luang.,0.9821487069129944
Restoran seafood. Menu spesiale yuyu sing dipangan karo kulite. Kanggo aku kurang enak. Kulite isih rada atos. Pelayanane biasa-biasa bae.,Restoran seafood. Menu spesialnyanya kepiting yang dimakan dengan kulitnya. Untuk saya kurang enak. Kulitnya masih agak keras. Pelayanannya biasa-biasa saja.,Restoran makanan laut. Menu spesial yuyu yang dipanggang dengan kulit. Rasanya kurang enak buatku. Kulitnya masih agak alot. Pelayanannya biasa saja.,0.9411102533340454
"Enak lumayan, nanging regane larang amarga porsine luwih sithik. Ana pilihan infused kangen water sek cukup kanggo 4 uwong","Enak lumayan, tapi harganya mahal karena porsinya sedikit kecil. Ada pilihan infused kangen water yang cukup untuk 4 orang","Enak lumayan, tapi harganya mahal karena porsinya lebih sedikit. Ada pilihan infused kangen water yang cukup untuk 4 orang.",0.9912632703781128
