javanese,ground_truth,generated,bertscore
Saya apatis ngelaporake bab-bab kaya iki. Amarga nganti minggu wingi isih tetep hurung digarap. Mung janji-janji terus.,Semakin apatis melaporkan hal-hal seperti ini. Karena sampai minggu lalu masih tetap belum dikerjakan. Hanya janji-janji terus.,Saya apatis melaporkan masalah seperti ini. Karena sampai minggu lalu masih belum ditangani. Hanya janji-janji terus.,0.9534080028533936
Rega dhuwur banget porsi sithik banget ora janji maneh aku teko kanggo kepindho. Panganane ora beda adoh karo emakku dong!,Harga selangit porsi seiprit tidak janji lagi saya datang untuk yang kedua kali. Masakannya tidak beda jauh sama ema saya dong!,Harganya sangat mahal porsinya sangat sedikit tidak akan kembali aku dari sini untuk makan. Makanannya tidak berbeda jauh dengan ibuku!,0.878808319568634
"Anyar lan kashediya, 5 sekat mangan awan kotak kotak mangan yooyee kotak bekal anti bocor 590","Baru dan tersedia, 5 sekat makan siang kotak kotak makan yooyee kotak bekal anti bocor 590","Baru dan berkualitas, 5 sekat makan piring kotak makan yoyee kotak bekal anti bocor 590",0.9749757051467896
"Ora ngerti ya kenangapa resto iki manggoni ranking 12 saka 1800an resto sing ana ing jakarta. Regane larang! Panggonane ndhelik, lan rasa panganane biasa bae. Aja percaya banget karo review sing nyesatake.","Tidak mengerti ya kenapa resto ini menduduki peringkat 12 dari 1800an resto yang ada di jakarta. Harga mahal! Lokasi tersembunyi, dan rasa makanan biasa saja. Jangan terlalu percaya sama review yang menyesatkanlah.","Tidak paham ya kenapa restoran ini mendapat peringkat 12 dari 1800 restoran di Jakarta. Harga mahal! Tempatnya sempit, dan rasa makanannya biasa saja. Jangan percaya sepenuhnya dengan ulasan yang menyesatkan.",0.9480345845222473
Bledosan ning aksi protes ning afghanistan mateni wong 68,Ledakan dalam aksi protes di afghanistan tewaskan 68 orang,Ledakan selama protes di Afghanistan menewaskan 68 orang.,0.938857913017273
"Aku teka marang restoran kuwi bareng karo kancaku. Kancaku kakehan kaget ndhelok pemandangane sing apik tenan ing mbengi. Aku ndhuweni kasempatan njajal stik impore, enak tenan apa maneh sause. Mmm yummi. Yen ana kasempatan aku pengen teka maneh marang kana.","Saya berkunjung ke restoran itu bersama dengan teman saya. Teman saya kebanyakan terkejut melihat pemandangannya yang sangat indah di malam hari. Saya berkesempatan mencoba steak impornya, sangat enak apalagi sausnya. Mmm yummi. Kalau ada kesempatan saya ingin berkunjung lagi ke sana.","Saya pergi ke restoran itu bersama teman saya. Teman saya sangat terkejut melihat pemandangan yang sangat indah di malam hari. Saya berkesempatan untuk mencoba steak impor, rasanya sangat enak, apalagi sausnya. Mmm lezat. Jika ada kesempatan, saya ingin pergi ke sana lagi.",0.9764112234115601
Akses menyang dusun bambu isa ditekani kira-kira ing wektu 1 - 2 jam nganggo mobil pribadi. Mara menyang dusun bambu diusahakake pas wektu wengi amarga awake dhewe isa ndelok cetha pemandangan sing ana lan wektu sing pas kanggo mangan wengi.,Akses menuju dusun bambu bisa ditempuh kira-kira dalam waktu 1 - 2 jam menggunakan mobil pribadi. Berkunjung ke dusun bambu diusahakan saat petang hari karena kita dapat melihat jelas pemandangan yang ada dan waktu yang pas untuk makan malam.,Akses menuju desa bambu dapat ditempuh sekitar 1-2 jam menggunakan mobil pribadi. Datanglah ke desa bambu pada waktu malam karena Anda sendiri dapat melihat pemandangan indah yang ada dan waktu yang tepat untuk makan malam.,0.9417822957038879
"Panganane oke padha karo xo suki liyane. Nanging sanajan dina prei gedhe kaya badha iki udhu artine meseme prei lan pesenan ombe, lan liya-liyane kudu mesen ping akeh. Tulung dijaga kepuasan pelanggane. Matur suwun,","Makanan oke sama seperti xo suki lainnya. Tetapi walaupun hari libur besar seperti lebaran ini bukan berarti senyumnya libur dan order minum, dan lain-lain harus order berkali-kali. Tolong di jaga kepuasan pelanggannya. Terima kasih.","Makanan Anda oke sama dengan yang saya sukai. Meskipun pada hari libur besar seperti ini ada arti tersendiri untuk libur dan pesanan khusus, dan yang lainnya harus memesan banyak. Tolong jaga kepuasan pelanggan. Terima kasih,",0.9113558530807495
"Restoran iki yaiku panggon kuliner sing wajib diparani umpama nyang bandung. Ora mung panganane sing manjakne ilat panganan sunda banget, restoran iki uga dibangun nganggo konsep mangan santai ning jero kali dadi nawarne pengalaman kuliner sing berkesan banget. Kudu dijajal dinggo sopo ae sing nyang bandung.","Restoran ini adalah sebuah destinasi kuliner yang wajib dikunjungi bila ke bandung. Selain makanan yang sangat memanjakan lidah makanan sunda, restoran ini juga dibangun dengan konsep makan santai di dalam saung yang dikelilingi alam hutan dan pegunungan yang dihias pepohonan rindang dan dihibur oleh gemericik air sungai sehingga menawarkan pengalaman kuliner yang teramat mengesankan. Harus dicoba bagi siapapun yang ke bandung.","Restoran ini adalah tempat makan yang wajib dikunjungi jika Anda berada di Bandung. Tidak hanya menyajikan makanan khas Sunda yang lezat, restoran ini juga dibangun dengan konsep makan santai di atas sungai sehingga menawarkan pengalaman kuliner yang tak terlupakan. Wajib dicoba untuk siapa saja yang berada di Bandung.",0.9097603559494019
Mbalik ngaktifne paket data indosat merga isa akses youtube unlimited.,Kembali mengaktifkan paket data indosat karena dapat akses youtube unlimited.,Mengaktifkan paket data Indosat agar bisa mengakses YouTube tanpa batas.,0.9477887749671936
Aku nembe ngerti ketemu kancaku sek makarya nang trans tv,Saya baru saja bertemu teman saya yang bekerja di trans tv,Baru saja saya bertemu teman saya yang bekerja di Trans TV.,0.9644121527671814
"Omah mangan ning dalan anggrek iki nduwe keistimewaan jenis seafood sing rena-rena lan ana sing isih urip dinggo dipilih lan dimasak pas kuwi uga. Rena-rena jenis panganan isa dipilih lan wektu ngenteni sing sediluk nggarai adewe ora tek kesuwen keluwen ngenteni. Menu kerapu kukuse enak banget lan gurih, apa meneh lak dimasak karo iwak sing isih seger. Lokasine lumayan adem, regane mirah.","Rumah makan di jalan anggrek ini memiliki keistimewaan jenis seafood yang beragam dan ada yang masih hidup untuk dipilih dan dimasak saat itu juga. Berbagai jenis masakan dapat dipilih dan waktu tunggu yang singkat membuat kita tidak terlalu lama kelaparan menunggu. Menu kerapu kukusnya sangat enak dan gurih, apalagi bila dimasak dengan ikan yang masih segar. Lokasi cukup sejuk, harga murah.","Restoran ini memiliki keistimewaan jenis makanan laut yang segar-segar dan masih hidup untuk dipilih dan dimasak saat itu juga. Berbagai jenis makanan dapat dipilih dan saat menunggu yang menyajikan tidak akan membuat Anda bosan menunggu. Menu ikan kerapu kukusnya sangat enak dan gurih, apalagi saat dimasak dengan ikan yang masih segar. Lokasinya cukup sejuk, harganya terjangkau.",0.9505913853645325
"Kaya biasane awakdewe mesti golek kuliner sing liya timbangane sing liyane, awakdewe entuk ning panggen iki yaiku the restaurant padma hotel. Awakdewe pesen menu sing ana. Ana saka indonesia, eropa lan cina, tibake kabeh masakane enak kabeh.","Seperti biasa kami selalu mencari kuliner yang lain daripada yang lain, dapatlah kami di tempat ini yaitu the restaurant padma hotel. Kami memesan menu yang ada. Ada dari indonesia, eropa dan chinese, ternyata semua masakannya enak semuanya.","Seperti biasanya saya harus mencari kuliner yang lain daripada yang lain, saya menemukan restoran ini yaitu restoran hotel Padma. Saya memesan menu yang ada. Ada dari Indonesia, Eropa dan Cina, ternyata semua masakannya enak.",0.9603120684623718
Iya kuwi sing nggawe aku kesel. Iki udu salahe sing ngelamar nanging jelas 100% salahe pihak sing ana ing ndhuwur sing embuh piye carane dheweke koordinasi. Nyesek aku kuwi sanajan iki kasus kancaku sing ing lampung.,Iya itu yang bikin saya kesal. Ini bukan kesalahan sang pelamar tapi jelas 100% kesalahan pihak yang di atas yang entah bagaimana cara mereka berkordinasi. Nyesek saya itu walaupun ini kasus teman saya yang di lampung.,"Ya, itu yang membuatku kesal. Ini bukan salah yang melamar tetapi jelas 100% salah pihak yang ada di atas yang tidak tahu bagaimana caranya mereka berkoordinasi. Nyesek aku ini, walau ini kasus teman saya yang di Lampung.",0.9532476663589478
"Pelayanane cukup suwi, nanging suwasanane sing diwenehi apik lan unik, dadi karo ngenteni panganan isa nikmati suwasana ing restoran iki, menu sing disajikake aneka werna lan enak,","Pelayanannya agak lama, tetapi suasana yang diberikan keren dan unik, jadi sambil menunggu makanan bisa menikmati suasana di resto ini, menu yang disajikan beragam dan enak,","Pelayanannya cukup lama, tetapi suasana yang diberikan bagus dan unik, jadi meskipun menunggu makanan bisa menikmati suasana di restoran ini, menu yang disajikan beraneka warna dan enak,",0.9764060974121094
"Panganan ing kene enak-enak kanthi akeh variasine. Kabehane enak kanthi pemandangan apik. Pelayanane sing maksimal saka mbak diah lan gina saka ngewiwiti teka nganti rampung, dilayani kanthi apik tenan.","Makanan di sini enak-enak dengan banyak variasi. Semuanya enak dengan pemandangan bagus. Pelayanan yang maksimal dari mbak diah dan gina dari awal datang sampai selesai, dilayani dengan sangat baik.","Makanan di sini enak-enak dengan banyak variasi. Semuanya enak dengan pemandangan yang indah. Pelayanannya yang maksimal dari Mbak Diah dan Gina dari mulai datang sampai selesai, dilayani dengan sangat baik.",0.9730048179626465
"Ana ing ajang piala dunia 2018 sesuk, telkomsel njupuk bagian minangka pandukung penyiaran resmi ing perhelatan sepak bola donya kasebut.","Dalam ajang piala dunia 2018 nanti, telkomsel mengambil bagian sebagai pendukung penyiaran resmi dalam perhelatan sepak bola dunia tersebut.","Pada ajang Piala Dunia 2018 nanti, Telkomsel mengambil bagian sebagai pendukung penyiaran resmi dalam perhelatan sepak bola dunia tersebut.",0.9856349229812622
De'e biasane tuku tisu paseo,Dia biasanya membeli tisu paseo,Dia biasanya membeli tisu basah.,0.9042484164237976
"Buse ora nyaman, mbak, ora sumbut karo sing diomongne bosmu, urung maneh panganane kurang enak banget, terus panggon wisata tujuane sing nggelakne:","Busnya tidak nyaman, mbak, tidak sesuai dengan yang diomongin atasan Anda, belum lagi makanannya kurang enak banget, lalu tempat wisata tujuannya yang mengecewakan:","Busnya tidak nyaman, Kak, tidak sesuai dengan yang dibicarakan bosmu, makanannya kurang enak lagi, dan pemandu wisatanya membuat kita tertawa:",0.9270851016044617
"Cukup gampang golek lokasi iki, mung ngikuti wae arah menyang tengah kota. Mengko ning kiwa dalan ketok parkiran mobil sing cukup akeh, nengkono panggonan kafe iki. Rasane kafe iki pancen arang sepi, pengunjunge akeh banget.","Cukup mudah mencari lokasi ini, tinggal mengikuti saja arah ke tengah kota. Nanti di kiri jalan terlihat parkiran mobil yang cukup banyak, disitulah tempat kafe ini. Rasanya kafe ini memang jarang sepi, banyak sekali pengunjung.","Cukup mudah menemukan lokasi ini, ikuti saja arah ke pusat kota. Nanti di sebelah kiri jalan ada area parkir mobil yang cukup luas, di sinilah letak kafe ini. Rasanya kafe ini memang agak sepi, pengunjungnya sangat banyak.",0.9688820242881775
"Gela aku karo provider iki, nganti sebel, nesu, emosi, aku metu, gara gara, sinyal sing ora bener.","Kecewa saya dengan provider ini, sampai kesal, marah, emosi, saya keluar, gara gara, sinyal yang tidak benar.","Saya marah dengan penyedia layanan ini, sampai-sampai saya kesal, marah, emosi, saya meledak, karena, sinyal yang tidak baik.",0.946742594242096
"Sarung bantal, seprei lan slimute uwis ora putih...terus temboke wes akeh lumut..","Sarung bantal, seprai dan selimutnya tidak lagi putih...trus dindingnya sudah banyak lumut..","Sarung bantal, seprai, dan selimut sudah tidak putih lagi... lalu bau bantal sudah banyak lumutnya..",0.9716005921363831
"Lan pas dheweke teka, saya rusak wae iki acara. Gilo banget aku karo dheweke, asli! Ngapuro yoo aku ora seneng banget karo dheweke","Dan ketika dia tiba, makin rusak saja ini acara. Jijik banget gue sama dia, asli! Maaf yaah gue enggak suka banget sama dia","Dan pas dia datang, saya merusak acara ini. Saya sangat benci dia, sungguh! Maafkan saya, saya tidak terlalu menyukainya.",0.9135127663612366
"Dhewe ana acara mangan mbengi wektu kuwi, es krime ora dipisah karo espresso dadi ora isa nyampur sing cocok karo selerane awakedhewe. Salmon steake uga kurang seger, kulit salmone atos, ketoke suwi ing kulkas utawa freezer. Sanajan iku menu utama sing kudune enak.","Kami ada acara makan malam waktu itu, ice krimnya tidak dipisahkan dengan espresso jadi tidak bisa mencampur sesuai selera masing-masing. Salmon steaknya juga kurang segar, kulit salmonnya keras, keliatannya lama di kulkas atau freezer. Padahal itu menu utama yang seharusnya enak.","Di acara makan malam saat itu, es krim tidak dipisahkan dengan espresso sehingga tidak bisa tercampur dengan baik sesuai selera masing-masing. Steak salmon-nya juga kurang segar, kulit salmonnya terasa keras, sepertinya sudah lama berada di dalam kulkas atau freezer. Padahal itu adalah menu utama yang seharusnya enak.",0.9598842263221741
"Panggonane gampang ditemukake. Resik lan higienis, pelayanane apik, dhewe bisa diskusi babagan panganan kang kasadia. Asik.","Tempatnya mudah ditemukan. Bersih dan higienis, pelayanannya bagus, kita bisa diskusi tentang masakan yang tersedia. Asik.","Tempatnya mudah ditemukan. Bersih dan higienis, pelayanannya baik, kita bisa berdiskusi tentang makanan yang disediakan. Seru.",0.9770745038986206
Buffet mangan mbengi paling top. Regane pas karo sing dientukake. Rasane enak piliane akeh. Regane kadang didiskon yen teko rombongan. Sukses terus ya.,Buffet makan malam paling top. Harga sesuai yang didapat. Rasanya enak pilihannya banyak. Harga kadang didiskon jika datang rombongan. Sukses selalu ya.,Buffet makan malam paling top. Harga sesuai dengan yang disajikan. Rasanya enak dan pilihan banyak. Harga kadang didiskon jika datang dalam kelompok. Sukses terus ya.,0.9786345362663269
Panggon sing apik yen dinikmati wengi. Cukup nyaman. Ragane lumayan murah. Senenganku stik tenderloine. Cukup enak.,Tempat yang bagus kalau dinikmati malam hari. Cukup nyaman. Harga cukup terjangkau. Favorit saya steak tenderloinnya. Cukup enak.,Pemandangan yang indah jika dinikmati malam hari. Cukup nyaman. Harga cukup terjangkau. Favoritku adalah stik tenderloin. Cukup enak.,0.9603413343429565
"Njajal kanggo buka puasa ing kene. Kanggo rega sing kagolong larang ana ing antara hotel berbintang sakelasae, rasa sing ditawakake tenan nguciwakake. Pastane ora ana rasane, panganan liyane uga ora ana rasane. Beda tenan karo apa sing biasa ditawakake. Lan pelayanane uga kurang profesional pas ngelakoni pembayaran nganggo kartu kredit.","Mencoba untuk buka puasa di sini. Dengan harga yang tergolong mahal di antara hotel berbintang sekelasnya, rasa yang ditawarkan sangat mengecewakan. Pastanya hambar, makanan lain juga hambar. Sangat berbeda dengan apa yang biasa ditawarkan. Dan pelayanan juga kurang profesional pada saat melakukan pembayaran dengan mengunakan kartu kredit.","Saya mencoba berbuka puasa di sini. Untuk harga yang tergolong mahal di antara hotel-hotel berbintang sekelasnya, rasa yang ditawarkan benar-benar mengecewakan. Pastanya tidak berasa, makanan lainnya juga tidak berasa. Sangat berbeda dengan apa yang biasanya ditawarkan. Layanan mereka juga kurang profesional saat melakukan pembayaran menggunakan kartu kredit.",0.9623774290084839
"Aku uga bingung loh, sing ndukung tokoh kuwi meh kabeh setipe bisane mung ngenyek-ngenyek, fitnah, tembung-tembung kasar, nyebarna isu ngapusi, ngutamakake emosi, akal sehate ora pernah dinggo.","Gue juga bingung loh, pendukung tokoh itu hampir semuanya setipe bisanya cuma maki-maki, fitnah, kata-kata kasar, menyebar isu bohong, mengutamakan emosi, akal sehat tidak pernah dipakai.","Saya juga bingung, yang mendukung tokoh itu semua sepertinya hanya mampu menghina, memfitnah, menggunakan kata-kata kasar, menyebarkan isu bohong, memprioritaskan emosi, dan tidak pernah menggunakan akal sehat.",0.9272205233573914
"Omah mangan nusa indah saiki gelakne ah. Reget, uwong ditokne wae ngrokok ning ruangan nggo ac, pangganan suwe tekane.","Rumah makan nusa indah sekarang mengecewakan ah. Kotor, orang didiamkan saja merokok di ruangan ber ac, makanan lama datangnya.","Rumah makan Nusa Indah sekarang sudah tidak seperti dulu. Asap rokok di mana-mana, orang-orang merokok di ruangan ber-AC, dan pelayanan sangat lambat.",0.8890491127967834
Nadia nggoleki hem kanggo adike ning uniqlo,Nadia mencari kemeja untuk adiknya di uniqlo,Nadia mencari kemeja untuk adiknya di Uniqlo.,0.9521216154098511
"101 dalmatians: The series yaiku seri kartun tipi sing digawe karo disney television animation, kerjo bareng karo jumbo pictures.","101 dalmatians: The series adalah sebuah seri animasi televisi yang diproduksi oleh disney television animation, bekerja sama dengan jumbo pictures.","101 Dalmatians: The Series adalah serial kartun televisi yang diproduksi oleh Disney Television Animation, bekerja sama dengan Jumbo Pictures.",0.9367520213127136
Kantor kang nyambungake korsel - korut dibuka pekan iki,Kantor penghubung korsel - korut dibuka pekan ini,Kantor yang menghubungkan Korsel dan Korut dibuka minggu ini,0.9061455726623535
Menehi berkah bareng sinde! Etukna 50 paket umroh saben tuku minimal rp 15.000 ning alfamart.,Berbagi berkah bersama sinde! Dapatkan 50 paket umroh setiap pembelian minimal rp 15.000 di alfamart.,Memberikan berkah bersama teman-teman! Dapatkan 50 paket umroh setiap pembelian minimal Rp 15.000 di Alfamart.,0.944223940372467
"Tuku kaos, topi utawa jam tangan ning lapak monoton roomstore busa ditawa khusus nganggo aplikasi ning hape bosku.","Beli kaos, topi atau jam tangan di lapak monoton roomstore bisa diego khusus pakai aplikasi di hape boskuh.","Beli kaos, topi, atau jam tangan di toko monoton roomstore bisa diskon khusus dengan menggunakan aplikasi di ponselku.",0.9436830282211304
"Aplikasi google maps akeh paedahe, aku puas nganggone!","Aplikasi google maps sangat bermanfaat, saya puas menggunakannya!","Aplikasi Google Maps sangat membantu dalam perjalanan, saya puas menggunakannya!",0.963432788848877
"Kanggo malem minggu ing kene pasangan diwenehi panggonan sing ora kapenak, amarga pas uwong lewat ing kana panggonane dhewe obah-obah, luwih pase mirip kaya warung pinggir dalan. Ora sesuai karo rega panganane sing disajikake, kudune pasangan uga diwenehi panggonan sing apik uduk sembarang nerima tamu lan dideleh ing panggonan kaya kuwi.","Untuk malam minggu di sana pasangan diberi tempat yang tidak nyaman, karena saat orang lewat di sana tempat kami goyang-goyang, lebih tepatnya mirip seperti warung pinggir jalan. Tidak sesuai dengan harga makanan yang disajikan, seharusnya pasangan juga diberi tempat yang bagus bukan sembarang terima tamu dan taruh di tempat seperti itu.","Untuk malam minggu di tempat ini, pasangan-pasangan diberikan tempat duduk yang tidak nyaman, karena saat orang lewat di dekat tempat duduk tersebut, tubuh mereka bergoyang-goyang, lebih mirip seperti warung pinggir jalan. Tidak sesuai dengan harga makanan yang disajikan, seharusnya pasangan-pasangan juga diberikan tempat duduk yang baik, tidak sembarangan menerima tamu dan tidak dideletakkan di tempat seperti itu.",0.9400253295898438
Menu panganan cukup rena-rena lan nggarai sir mesen kabeh. Mirah? Jelas ae!,Menu makanan cukup bervariasi dan bikin mau dipesan semuanya. Murah? Pastinya!,Menu makanan cukup bervariasi dan membuat saya ingin memesan semuanya. Enak? Tentu saja!,0.9390643835067749
Bagikno sak akeh-akehe. Ben wong iki diproses. Kangen ndelok video njaluk sepiro karo nangis-nangis terus wadul nyang mbok e terus omong lak perlakuane kuwi ora sengaja.,Bagikan sebanyak-banyaknya. Biar ini orang diproses. Kangen melihat video minta maaf sambil nangis-nangis lalu ngadu ke emak lalu bilang kalau perlakuan itu tidak sengaja.,Bagaimana kalau kita bagikan semuanya? Biarkan orang ini diproses. Saya merindukan menonton video meminta maaf dan menangis terus-menerus lalu mengadu kepada ibunya dan terus mengatakan bahwa perlakuan itu tidak disengaja.,0.9093579053878784
"Soto kudus iki anane ning pinggir dalan, kaping pisan arep mangan rada ora mantep uga sih. Amarga pengen ngerti rasa kudus yo dijajal sek. Ee saktenane uga enak lho, lan ana uga pilihan kanggo nyampurake, pokoke enak tenan. Regane murah pol deh. ","Soto kudus ini adanya di kaki lima, pertama kali mau makan agak ragu juga sih. Karena ingin tahu rasa kudus ya dicoba dulu. Ee ternyata enak juga lho, dan ada juga pilhan untuk mencampurnya, pokoknya enak sekali deh. Harganya murah meriah deh.","Soto kudus ini lokasinya di pinggir jalan, jadi kalau mau makan agak tidak nyaman sih. Karena ingin tahu rasanya ya dicoba saja. E, ternyata enak juga, dan ada juga pilihan untuk dicampur, pokonya enak sekali. Harga murah banget deh.",0.9386743307113647
Olahraga wengi isa dadi pilihan kanggo ngisi wektu lowong.,Olahraga di malam hari dapat menjadi pilihan untuk mengisi waktu luang.,Olahraga malam bisa menjadi pilihan untuk mengisi waktu luang.,0.9821487069129944
Restoran seafood. Menu spesiale yuyu sing dipangan karo kulite. Kanggo aku kurang enak. Kulite isih rada atos. Pelayanane biasa-biasa bae.,Restoran seafood. Menu spesialnyanya kepiting yang dimakan dengan kulitnya. Untuk saya kurang enak. Kulitnya masih agak keras. Pelayanannya biasa-biasa saja.,Restoran seafood. Menu spesial ikan yang dimakan dengan kulit. Bagi saya kurang enak. Kulitnya masih agak lembek. Pelayanannya biasa saja.,0.9614652395248413
