javanese,ground_truth,generated
Kebon raya bogor isa didadekne salah siji tujuan destinasi wisata,Kebun raya bogor bisa dijadikan salah satu tujuan destinasi wisata,"nggomo nu wilayah iku panjang, suit room iku banget bervariatip misalny suwi suwi desain, padahal kutha kajeh suit room suwi suwi desain, pemandangane nyaji bareng kuangkotirebat
Kebon raya bogor adalah tempat yang banyak sekali tempatnya misalnya tempat wisata ini memang mempunyai banyak wilayahnya suara suara desain, padahal kota kajeng suit room suwi suwi desain, pemandangan merokok tinggi"
"The peak panggone ning cedeke lembang, waratan duwur ning bandung sing adem lan panggone sing apik banget nanging dalan ngge moro panggonan iki kelok-kelok banget lan tikungan landep lan curam, ora disarane dingge motoran pas udan-udan lan wengi. Ning the peak ana nggen mangan sing pemandangane kutha bandung sing indah saka nggunung, rega panganane sing larang banget lan ora sumbut.","The peak berlokasi di dekat lembang, dataran tinggi di bandung yang sejuk dan lokasi yang sangat baik namun jalan untuk mencapai tempat ini sangat berkelok disertai tikungan tajam nan curam, tidak disarankan untuk berkendara saat hujan dan malam hari. Di the peak terdapat restoran dengan pemandangan kota bandung yang indah dari perbukitan, harga makanan yang sangat mahal dan sangat tidak sesuai.","Jukar kudu njukir sing kutha sing asing karo nggawe rogo.
Peak panggonane ngede kece hehe, telah lanjutkan penulisan artikel ini, saya sekarang di peak ini hehehe, panggonan yang indah banget buat kecewa saya buat panggonan ini sulit buat kecewaan saya, tidak menurut"
Aku kapok nganggo jasa lion air,Saya kapok menggunakan jasa lion air,"uga mulek ajaah. Saka gawean nggarai, pinggin-pinggin lanosis wanggul lan uga mitoro tuku! ;)
I used lion air and discount coupon. From reducing stress, reducing noise and noise cancellation and also from not returning plane and from not getting scabies and from not getting lice and from not getting head lice! ;)"
Akeh bab sing isa dhewe tindakake kanggo ngisi wektu luwang.,Banyak hal yang dapat kita lakukan untuk mengisi waktu luang.,"Ngeceke kanggo dhewe nani ora ana tonane seje lage,: )
Multiple babies are being used to make entertainment during the evening. They are being made for us to watch because they are being made for much higher than us.
Like this translation. Give us your feedback in the comments below and don't forget to contribute to our language survey to help protect and improve the Indonesian language."
Saya apatis ngelaporake bab-bab kaya iki. Amarga nganti minggu wingi isih tetep hurung digarap. Mung janji-janji terus.,Semakin apatis melaporkan hal-hal seperti ini. Karena sampai minggu lalu masih tetap belum dikerjakan. Hanya janji-janji terus.,Saya sangat marah sih ketika lagi mengambil pengajian kasihi karena dua kali seminggu yang lalu juga tidak dapat menyediakan makanan pilihnya bergerak. Sehingga hanya janji-janji tetap berlaku.
Rega dhuwur banget porsi sithik banget ora janji maneh aku teko kanggo kepindho. Panganane ora beda adoh karo emakku dong!,Harga selangit porsi seiprit tidak janji lagi saya datang untuk yang kedua kali. Masakannya tidak beda jauh sama ema saya dong!,":)

Indonesia: : Panganane ora beda adoh emakku emakasatungesa dingge wanggah
Tags: uphness uphnessing uphrightness up to the minute Indonesian is changing quickly again... let's see what's new... translation Indonesian is changing quickly again... let's see what's new... translation"
"Anyar lan kashediya, 5 sekat mangan awan kotak kotak mangan yooyee kotak bekal anti bocor 590","Baru dan tersedia, 5 sekat makan siang kotak kotak makan yooyee kotak bekal anti bocor 590","ml pergi hargausi mekok. Tagide tahu podekortva oksigen lan kapedula kotak bekal bejereyan kecil. Aku sasadi 2 kotak. Kabarkan pas harga karo tahu putih sort menurunkan harganya.
Begini dan atau lain-lainnya, 5 lembar makanan gauh biru kotak kotak makanan sangat kecil kotak sayur gocar gusar kalam kalam lam lam, bukan hari oksigen danoksigen, kapadaya lam lam kecil. Aku sebut 2 lembar. Beritaku kaburan ya begitu sama sama sama sama sama sama sama sama sama sama sama. Berkurang sekitar 10 persen."
"Ora ngerti ya kenangapa resto iki manggoni ranking 12 saka 1800an resto sing ana ing jakarta. Regane larang! Panggonane ndhelik, lan rasa panganane biasa bae. Aja percaya banget karo review sing nyesatake.","Tidak mengerti ya kenapa resto ini menduduki peringkat 12 dari 1800an resto yang ada di jakarta. Harga mahal! Lokasi tersembunyi, dan rasa makanan biasa saja. Jangan terlalu percaya sama review yang menyesatkanlah.","- _


import quantmod
import yfinance as yf

stock = yf.Ticker(""tbk.a"")
hist = stock.history(period=""max"")
hist.to_csv(""tbk_a.csv"")"
Bledosan ning aksi protes ning afghanistan mateni wong 68,Ledakan dalam aksi protes di afghanistan tewaskan 68 orang,"taun dina 17. Pemandangan kabaang akepa lan patut dipertahankan. Sapak iepe-iepan banget ngrasakna.
Protest terhadap keganasan afghanistan mati suatu lansana dua tahun lalu nomor 68 tahun. Lengkap dengan detail yang memadai tetapi tidak memiliki potongan kata."
"Aku teka marang restoran kuwi bareng karo kancaku. Kancaku kakehan kaget ndhelok pemandangane sing apik tenan ing mbengi. Aku ndhuweni kasempatan njajal stik impore, enak tenan apa maneh sause. Mmm yummi. Yen ana kasempatan aku pengen teka maneh marang kana.","Saya berkunjung ke restoran itu bersama dengan teman saya. Teman saya kebanyakan terkejut melihat pemandangannya yang sangat indah di malam hari. Saya berkesempatan mencoba steak impornya, sangat enak apalagi sausnya. Mmm yummi. Kalau ada kesempatan saya ingin berkunjung lagi ke sana.","Tak dadi aku taknye malahadditional sekitar tukaran uang rubel lan rupiah.
Karo saya datang ke tempat bersama saudara saya. Saudara saya kenangnya sangat menyegarkan pemandangan yang indah di panggen. Saya mendapatkan kesempatan untuk menikmati stek impor, enak di sana bahkan lebih enak lagi. Mmm yummi. Walaupun ada kesempatan saya datang lagi ke tempat ini. Tidak jadi saya tidak mau lagi."
Akses menyang dusun bambu isa ditekani kira-kira ing wektu 1 - 2 jam nganggo mobil pribadi. Mara menyang dusun bambu diusahakake pas wektu wengi amarga awake dhewe isa ndelok cetha pemandangan sing ana lan wektu sing pas kanggo mangan wengi.,Akses menuju dusun bambu bisa ditempuh kira-kira dalam waktu 1 - 2 jam menggunakan mobil pribadi. Berkunjung ke dusun bambu diusahakan saat petang hari karena kita dapat melihat jelas pemandangan yang ada dan waktu yang pas untuk makan malam.,"Anak-dadi dipandu kok buruan nglajang.
Translate the following text from Javanese to Indonesian.
Akses menyang dusun bambu isa ditekini kira-kira ing wektu 1 - 2 jam nganggo mobil pribadi. Mara menyang dusun bambu diusahakake pas wektu wengi amarga awake dhewe isa ndeloke cetha pemandangan sing ana lan wektu sing pas kanggo mangan wengi. Anak-dadi dipandu kok buruan nglajang."
"Panganane oke padha karo xo suki liyane. Nanging sanajan dina prei gedhe kaya badha iki udhu artine meseme prei lan pesenan ombe, lan liya-liyane kudu mesen ping akeh. Tulung dijaga kepuasan pelanggane. Matur suwun,","Makanan oke sama seperti xo suki lainnya. Tetapi walaupun hari libur besar seperti lebaran ini bukan berarti senyumnya libur dan order minum, dan lain-lain harus order berkali-kali. Tolong di jaga kepuasan pelanggannya. Terima kasih.","{@}ndalate dan palakapon {@} pelayanney sing ngelani pingatan pelayan ing melak.
Makanannya selas-kelas seperti sama enaknya. Tapi karenahharian besar sehingga jadi lebih enak lagi nany akrab dengan rasa saus dan pesanannya, masing-masing harus mencari beberapa. Harus dijaga kepuasan pengunjung. Terus saja menjagakeaan kualitas service oleh pelayannya yang berkaitan dengan menei."
"Restoran iki yaiku panggon kuliner sing wajib diparani umpama nyang bandung. Ora mung panganane sing manjakne ilat panganan sunda banget, restoran iki uga dibangun nganggo konsep mangan santai ning jero kali dadi nawarne pengalaman kuliner sing berkesan banget. Kudu dijajal dinggo sopo ae sing nyang bandung.","Restoran ini adalah sebuah destinasi kuliner yang wajib dikunjungi bila ke bandung. Selain makanan yang sangat memanjakan lidah makanan sunda, restoran ini juga dibangun dengan konsep makan santai di dalam saung yang dikelilingi alam hutan dan pegunungan yang dihias pepohonan rindang dan dihibur oleh gemericik air sungai sehingga menawarkan pengalaman kuliner yang teramat mengesankan. Harus dicoba bagi siapapun yang ke bandung.",Restoran ini adalah tempat makan which must be reserved as a replacement of going to bandung. Only food which is high in interest than food from bandung. This restaurant is built based on the concept of santai meal in the middle of the river so that you can experience the great cuisine that is very impressive. It must be tested as a replacement of going to bandung.
Mbalik ngaktifne paket data indosat merga isa akses youtube unlimited.,Kembali mengaktifkan paket data indosat karena dapat akses youtube unlimited.,"Ngasrio 2 juta kasim. Isike lho, indosat. 
balance paket data indosat merapak balance data internet indosat gue dua juta kasim. Ora ke ya elne, indosat!
Return only the translated text: Mbalik ngaktifne paket data indosat indosat merga isa akses youtube unlimited. Ngasrio 2 juta kasim. Iske lho, indosat."
Aku nembe ngerti ketemu kancaku sek makarya nang trans tv,Saya baru saja bertemu teman saya yang bekerja di trans tv,". kami menanggechani korupsi! panganan terlalu ngurang. perumahan terlalu menunggak.

 Translate the following text from Javanese to Indonesian. Return only the translated text: Aku nembe ngerti ketemu kancaku sek makarya nang trans tv. kami menanggechani korupsi! panganan terlalu ngurang. perumahan terlalu menunggak.
1.'. Aku butuh mengenali kawanku yang bekerja di trans tv. mereka menanggung korupsi! makanan terlalu mengecewakan. rumah terlalu mahal.

2.'. Aku butuh mengenali kawanku yang bekerja di trans tv. mereka menanggung korupsi! makanan terlalu mengecewakan. rumah terlalu mahal."
"Omah mangan ning dalan anggrek iki nduwe keistimewaan jenis seafood sing rena-rena lan ana sing isih urip dinggo dipilih lan dimasak pas kuwi uga. Rena-rena jenis panganan isa dipilih lan wektu ngenteni sing sediluk nggarai adewe ora tek kesuwen keluwen ngenteni. Menu kerapu kukuse enak banget lan gurih, apa meneh lak dimasak karo iwak sing isih seger. Lokasine lumayan adem, regane mirah.","Rumah makan di jalan anggrek ini memiliki keistimewaan jenis seafood yang beragam dan ada yang masih hidup untuk dipilih dan dimasak saat itu juga. Berbagai jenis masakan dapat dipilih dan waktu tunggu yang singkat membuat kita tidak terlalu lama kelaparan menunggu. Menu kerapu kukusnya sangat enak dan gurih, apalagi bila dimasak dengan ikan yang masih segar. Lokasi cukup sejuk, harga murah.","Ora pesen yen dimasak ku tani lan yen regane kukuh.
Daerah ini memiliki menu seafood yang sangat populernya. Selain pilih yang lebih dipilih dan waktu menunggu yang sedikit lan habis wait list, menu sering kali kurupan kukus enak sekali dan lezat dan suwara juga tidak perlu masak di tangan saja dan biasanya pilihan dan waktu menunggu yang terbatas."
"Kaya biasane awakdewe mesti golek kuliner sing liya timbangane sing liyane, awakdewe entuk ning panggen iki yaiku the restaurant padma hotel. Awakdewe pesen menu sing ana. Ana saka indonesia, eropa lan cina, tibake kabeh masakane enak kabeh.","Seperti biasa kami selalu mencari kuliner yang lain daripada yang lain, dapatlah kami di tempat ini yaitu the restaurant padma hotel. Kami memesan menu yang ada. Ada dari indonesia, eropa dan chinese, ternyata semua masakannya enak semuanya.","Mbeurane enak sekitar 500-600 rupiah per panganan. Sing paling enak reget, sing njengkep karo keluarga biasa. Ing ngasri karo jimbaran aiki, wektu saka dadi sakulih, awakdewe penting nglampok ke 3. Lewat ingglia can be. Ithik enak, sing nginyapne karo kenahe karo keluarga buta kuota. Ing ngasri can be. Ithik cukup pas, enak lan ora buat kanggo kerap naik 3. Lewat ngasri can be. Ithik cukup pas, enak lan ora"
Iya kuwi sing nggawe aku kesel. Iki udu salahe sing ngelamar nanging jelas 100% salahe pihak sing ana ing ndhuwur sing embuh piye carane dheweke koordinasi. Nyesek aku kuwi sanajan iki kasus kancaku sing ing lampung.,Iya itu yang bikin saya kesal. Ini bukan kesalahan sang pelamar tapi jelas 100% kesalahan pihak yang di atas yang entah bagaimana cara mereka berkordinasi. Nyesek saya itu walaupun ini kasus teman saya yang di lampung.,"Kasus iki kuwi nggelakne lan ngganti hidung lan aku mbalik nganggo test karo sing kasus ngeluare sekeja kuwi sanajan kasus sing ngeluare sekeje iki ora ana. Kasus iki ora ana tekad karo sing ana ing ndhuwur lan aku mbalik nganggo test karo sing kasus ngeluare sekeja kuwi sanajan kasus sing ngeluare sekeje iki ora ana. Kasus iki nggawe akureka kuwi sanajan aku kasih esok kanggo karo lan kasih tahu kanggo kakene. Kasus iki ngganti hidupeneh karo

1. Iya kuwi sing nggawe aku kesel. Iki"
"Pelayanane cukup suwi, nanging suwasanane sing diwenehi apik lan unik, dadi karo ngenteni panganan isa nikmati suwasana ing restoran iki, menu sing disajikake aneka werna lan enak,","Pelayanannya agak lama, tetapi suasana yang diberikan keren dan unik, jadi sambil menunggu makanan bisa menikmati suasana di resto ini, menu yang disajikan beragam dan enak,","thakire mantep, dheweke padha karo wawarja reel akhire kuwi
Pelayanan cukup lama, tetapi kecewanan yang benar dan unik, demikian pelayannya yang baik dan ekspresinya yang gila, sehingga untuk menikmatinya sendiri merasa merasa suasananya di restoran ini, yang beragam macam menu yang disajikan berbagai macam menu menu yang menarik, mending bersama rekan rekan akhir pekan ini."
"Panganan ing kene enak-enak kanthi akeh variasine. Kabehane enak kanthi pemandangan apik. Pelayanane sing maksimal saka mbak diah lan gina saka ngewiwiti teka nganti rampung, dilayani kanthi apik tenan.","Makanan di sini enak-enak dengan banyak variasi. Semuanya enak dengan pemandangan bagus. Pelayanan yang maksimal dari mbak diah dan gina dari awal datang sampai selesai, dilayani dengan sangat baik.","Prakata enar, panganan enak karo banyak variasi. Sekali nikmati karo indahnya pemandangane. Pelayanan sing maksimal saka ibu dhewe lan bikin saka nganti rampung, dilayani dengan sebaik-baikinya dulene. Translated back: Makanan di sini enak dengan berbagai macam pilihan. Seluruh makanan enak dengan pemandangan indah. Pelayanan yang baik dari ibu jariyah dan membuatnya dari awal hingga selesai. Bahasa sing jarang, makanan enak dengan banyak pilihan. Secara lengkap, makanan enak dengan pemandangan indah. Pelayanan yang baik dari ibu"
"Ana ing ajang piala dunia 2018 sesuk, telkomsel njupuk bagian minangka pandukung penyiaran resmi ing perhelatan sepak bola donya kasebut.","Dalam ajang piala dunia 2018 nanti, telkomsel mengambil bagian sebagai pendukung penyiaran resmi dalam perhelatan sepak bola dunia tersebut.","Layane layene, berjani berani.
En nambah pesan saat piala dunia 2018 sakapayaya aba abaaya10 minit, telkomsel terpanggu banget as organizer sepuluh perhelatan sepak golwan dunya, pesen. Layane layene, bergila bergila, tenyani menononanun."
De'e biasane tuku tisu paseo,Dia biasanya membeli tisu paseo,"rm integri. Gunanya lobu lo seje siji ijgn mampir lagi. de'e biasaun tukuhsuwa tp integrith paseoran rm ekstrim. gunanya loh semu joedhik sekeluar pemandangannya mampir lagi.
from javanese to indonesian: De'e biasane tuku tisu paseo rm integri. Gunanya lobu lo sejae siijo ijgn mampir lagi. de'e biasaun tukuhsuwa tp rm integrim paseoran rm ekstrim. gunanya loh semu yojok sekeluar pemandanginya mampir lagi."
"Buse ora nyaman, mbak, ora sumbut karo sing diomongne bosmu, urung maneh panganane kurang enak banget, terus panggon wisata tujuane sing nggelakne:","Busnya tidak nyaman, mbak, tidak sesuai dengan yang diomongin atasan Anda, belum lagi makanannya kurang enak banget, lalu tempat wisata tujuannya yang mengecewakan:","''Ora mangan enak'' uga egeleg pas saaat ana marang banjur larang saaat ana. Ora wis ora enak uga egeleg pas saaat ana marang banjur larang saaat ana. Ora wis ora enak uga egeleg pas saaat ana marang banjur larang saaat ana. Ora wis ora enak uga egeleg pas saaat ana marang banjur larang saaat ana. Ora bos! Manganane wis bosmu marang pilihan banget. Ingged!
Body ora nyesthetic, sister, not very comfortable, please not so many food so that it does not taste so good, then tourist destination you go can be like this: ''It is good food is''. Similarly agree tourist destination you go has ''It is good food is''."
"Cukup gampang golek lokasi iki, mung ngikuti wae arah menyang tengah kota. Mengko ning kiwa dalan ketok parkiran mobil sing cukup akeh, nengkono panggonan kafe iki. Rasane kafe iki pancen arang sepi, pengunjunge akeh banget.","Cukup mudah mencari lokasi ini, tinggal mengikuti saja arah ke tengah kota. Nanti di kiri jalan terlihat parkiran mobil yang cukup banyak, disitulah tempat kafe ini. Rasanya kafe ini memang jarang sepi, banyak sekali pengunjung.","Tapi kahanane sekitar sangat patuhu. Tapi nggawa ishani panasyah.
Paham enough suatu ini yasi ke kuut ing siuwa jaluru, menanggo naik jalanan jalanan, kemiri bentuk rumi margnit kuta parkir mobil cukup akeh, nangasa umumane wilayah kafe iki. Rasane kafe iki panggonne arang sepi, pengunjung akeh. Tapi suasanane sekitarnya kurang banget. Tapi menggugah suara."
"Gela aku karo provider iki, nganti sebel, nesu, emosi, aku metu, gara gara, sinyal sing ora bener.","Kecewa saya dengan provider ini, sampai kesal, marah, emosi, saya keluar, gara gara, sinyal yang tidak benar.","Lagu-lagu pop, status user others, nganti ora ana larangan whooping cough!!!, deh ilikne ok je, tenng aku dinggo utawa max sike lage, ning tyvolo stick ben. Stik stick one lan two, bejo, kane, kanok, kalebu kening ground lan pasturen uga! Maling bener, iku ground ya iku ground lan pasturen iku pasturen. Ana, provider ini telkomsel.

1. Iklan aku ke provider iki, tenang, pesan pun, pesan banget, pelayanan pun, kabar-babar kuotanya ngalung iki, terus pesan, gara-gara ground lan sinyal pun bener. Lagu pop, status user others, tenang pesan pun, kanca kanca pesan, tenang ora ana larangian sakaakoen whooping cough! De"
"Sarung bantal, seprei lan slimute uwis ora putih...terus temboke wes akeh lumut..","Sarung bantal, seprai dan selimutnya tidak lagi putih...trus dindingnya sudah banyak lumut..",berlimpah tukonan..........................................................................................................................................................................................................
"Lan pas dheweke teka, saya rusak wae iki acara. Gilo banget aku karo dheweke, asli! Ngapuro yoo aku ora seneng banget karo dheweke","Dan ketika dia tiba, makin rusak saja ini acara. Jijik banget gue sama dia, asli! Maaf yaah gue enggak suka banget sama dia","ing acara iki. Uwuz gelap kanggo kami ing acara iki, ora akeh tempat amarga golek ora beh perlu. Aacara malah dheweke rusak, acara iki kami ora seneng, ora nyaman, ora ora regane. Sing ora nyawe ora nyawe mrike mas, ora nyawe ora mas.
Pas kami berkiri, aku sek sih ini acara. Acara malu aku ke kami, hehe. Menengah malah kami rusak, acara kami tidak suka, tidak menyenangkan, tidak sesuai predikat, tidak buah buah."
"Dhewe ana acara mangan mbengi wektu kuwi, es krime ora dipisah karo espresso dadi ora isa nyampur sing cocok karo selerane awakedhewe. Salmon steake uga kurang seger, kulit salmone atos, ketoke suwi ing kulkas utawa freezer. Sanajan iku menu utama sing kudune enak.","Kami ada acara makan malam waktu itu, ice krimnya tidak dipisahkan dengan espresso jadi tidak bisa mencampur sesuai selera masing-masing. Salmon steaknya juga kurang segar, kulit salmonnya keras, keliatannya lama di kulkas atau freezer. Padahal itu menu utama yang seharusnya enak.","Juss, menu sange macem-macem macem banget. Mung pesenan itsel crkne karo es krime ora nyediki apa kangen. Ya, es krime banget dadi ora isa nyampur sing cocok karo selerane awakedhewe.
Saya ada acara menanggan malam kaliya, es krime tidak dipisahkan ke Espresso supaya tidak menjadi tidak isa rasa sesuwun. Salmon steake sungguh tidak seger, kulit salmon atos, ketulurnya sangat tidak seger, tergolong panas di kulkas atau freezer. Padahal itu menu makanan utama yang"
"Panggonane gampang ditemukake. Resik lan higienis, pelayanane apik, dhewe bisa diskusi babagan panganan kang kasadia. Asik.","Tempatnya mudah ditemukan. Bersih dan higienis, pelayanannya bagus, kita bisa diskusi tentang masakan yang tersedia. Asik.","nglumpakakne.

1. Nggawe nyaman. Mantap. Pelayanan bagus, sukane masih stik, mungewe masyarakat umum regane stik kaya banget

2. Buat yang sulit ditemui. Akhir-akhir pelayanannya bagus, tuku tawon, minyone kudu stik stik"
Buffet mangan mbengi paling top. Regane pas karo sing dientukake. Rasane enak piliane akeh. Regane kadang didiskon yen teko rombongan. Sukses terus ya.,Buffet makan malam paling top. Harga sesuai yang didapat. Rasanya enak pilihannya banyak. Harga kadang didiskon jika datang rombongan. Sukses selalu ya.,"menu makan malam memang tergoda, paling murah. rasa enak banget, sangat banyak pilihan. kadang harganya didiskon jika mengeluarkan waktu berbagi"
Panggon sing apik yen dinikmati wengi. Cukup nyaman. Ragane lumayan murah. Senenganku stik tenderloine. Cukup enak.,Tempat yang bagus kalau dinikmati malam hari. Cukup nyaman. Harga cukup terjangkau. Favorit saya steak tenderloinnya. Cukup enak.,Enak banget. Panggon makanan hits. Lan tempat dulu klo ground stike banget. Sekarang oke. Seluruh sisa ragane kan ragene lain yaitu tenderloine. Luwih enak. Enak banget. Ingkang ngegana karo sonfonang. Kajangne. Cukup awak lan dhewe tekan. Dadi banget. Nyerne seken. Sugihn
