javanese,ground_truth,generated
Kebon raya bogor isa didadekne salah siji tujuan destinasi wisata,Kebun raya bogor bisa dijadikan salah satu tujuan destinasi wisata,Kebun Raya Bogor dapat dijadikan salah satu tujuan destinasi wisata.
"The peak panggone ning cedeke lembang, waratan duwur ning bandung sing adem lan panggone sing apik banget nanging dalan ngge moro panggonan iki kelok-kelok banget lan tikungan landep lan curam, ora disarane dingge motoran pas udan-udan lan wengi. Ning the peak ana nggen mangan sing pemandangane kutha bandung sing indah saka nggunung, rega panganane sing larang banget lan ora sumbut.","The peak berlokasi di dekat lembang, dataran tinggi di bandung yang sejuk dan lokasi yang sangat baik namun jalan untuk mencapai tempat ini sangat berkelok disertai tikungan tajam nan curam, tidak disarankan untuk berkendara saat hujan dan malam hari. Di the peak terdapat restoran dengan pemandangan kota bandung yang indah dari perbukitan, harga makanan yang sangat mahal dan sangat tidak sesuai.","Puncak ini terletak di dekat Lembang, merupakan tempat yang sejuk dan memiliki pemandangan yang sangat indah, tetapi jalan menuju lokasi ini sangat berkelok-kelok dan memiliki tikungan yang landai dan curam, sehingga tidak disarankan untuk berkendara motor saat hujan dan malam hari. Di Puncak ini ada beberapa tempat makan yang menawarkan pemandangan kota Bandung yang indah dari atas gunung, tetapi harganya sangat mahal dan tidak ramah di kantong."
Aku kapok nganggo jasa lion air,Saya kapok menggunakan jasa lion air,Aku kapok menggunakan jasa Lion Air.
Akeh bab sing isa dhewe tindakake kanggo ngisi wektu luwang.,Banyak hal yang dapat kita lakukan untuk mengisi waktu luang.,Banyak bab yang bisa dilakukan sendiri untuk mengisi waktu luang.
Saya apatis ngelaporake bab-bab kaya iki. Amarga nganti minggu wingi isih tetep hurung digarap. Mung janji-janji terus.,Semakin apatis melaporkan hal-hal seperti ini. Karena sampai minggu lalu masih tetap belum dikerjakan. Hanya janji-janji terus.,Saya apatis melaporkan masalah seperti ini. Karena sampai minggu lalu masih belum ditangani. Hanya janji-janji terus.
Rega dhuwur banget porsi sithik banget ora janji maneh aku teko kanggo kepindho. Panganane ora beda adoh karo emakku dong!,Harga selangit porsi seiprit tidak janji lagi saya datang untuk yang kedua kali. Masakannya tidak beda jauh sama ema saya dong!,Harganya sangat mahal porsinya sangat sedikit tidak akan kembali aku dari sini untuk makan. Makanannya tidak berbeda jauh dengan ibuku!
"Anyar lan kashediya, 5 sekat mangan awan kotak kotak mangan yooyee kotak bekal anti bocor 590","Baru dan tersedia, 5 sekat makan siang kotak kotak makan yooyee kotak bekal anti bocor 590","Baru dan berkualitas, 5 sekat makan piring kotak makan yoyee kotak bekal anti bocor 590"
"Ora ngerti ya kenangapa resto iki manggoni ranking 12 saka 1800an resto sing ana ing jakarta. Regane larang! Panggonane ndhelik, lan rasa panganane biasa bae. Aja percaya banget karo review sing nyesatake.","Tidak mengerti ya kenapa resto ini menduduki peringkat 12 dari 1800an resto yang ada di jakarta. Harga mahal! Lokasi tersembunyi, dan rasa makanan biasa saja. Jangan terlalu percaya sama review yang menyesatkanlah.","Tidak paham ya kenapa restoran ini mendapat peringkat 12 dari 1800 restoran di Jakarta. Harga mahal! Tempatnya sempit, dan rasa makanannya biasa saja. Jangan percaya sepenuhnya dengan ulasan yang menyesatkan."
Bledosan ning aksi protes ning afghanistan mateni wong 68,Ledakan dalam aksi protes di afghanistan tewaskan 68 orang,Ledakan selama protes di Afghanistan menewaskan 68 orang.
"Aku teka marang restoran kuwi bareng karo kancaku. Kancaku kakehan kaget ndhelok pemandangane sing apik tenan ing mbengi. Aku ndhuweni kasempatan njajal stik impore, enak tenan apa maneh sause. Mmm yummi. Yen ana kasempatan aku pengen teka maneh marang kana.","Saya berkunjung ke restoran itu bersama dengan teman saya. Teman saya kebanyakan terkejut melihat pemandangannya yang sangat indah di malam hari. Saya berkesempatan mencoba steak impornya, sangat enak apalagi sausnya. Mmm yummi. Kalau ada kesempatan saya ingin berkunjung lagi ke sana.","Saya pergi ke restoran itu bersama teman saya. Teman saya sangat terkejut melihat pemandangan yang sangat indah di malam hari. Saya berkesempatan untuk mencoba steak impor, rasanya sangat enak, apalagi sausnya. Mmm lezat. Jika ada kesempatan, saya ingin pergi ke sana lagi."
Akses menyang dusun bambu isa ditekani kira-kira ing wektu 1 - 2 jam nganggo mobil pribadi. Mara menyang dusun bambu diusahakake pas wektu wengi amarga awake dhewe isa ndelok cetha pemandangan sing ana lan wektu sing pas kanggo mangan wengi.,Akses menuju dusun bambu bisa ditempuh kira-kira dalam waktu 1 - 2 jam menggunakan mobil pribadi. Berkunjung ke dusun bambu diusahakan saat petang hari karena kita dapat melihat jelas pemandangan yang ada dan waktu yang pas untuk makan malam.,Akses menuju desa bambu dapat ditempuh sekitar 1-2 jam menggunakan mobil pribadi. Datanglah ke desa bambu pada waktu malam karena Anda sendiri dapat melihat pemandangan indah yang ada dan waktu yang tepat untuk makan malam.
"Panganane oke padha karo xo suki liyane. Nanging sanajan dina prei gedhe kaya badha iki udhu artine meseme prei lan pesenan ombe, lan liya-liyane kudu mesen ping akeh. Tulung dijaga kepuasan pelanggane. Matur suwun,","Makanan oke sama seperti xo suki lainnya. Tetapi walaupun hari libur besar seperti lebaran ini bukan berarti senyumnya libur dan order minum, dan lain-lain harus order berkali-kali. Tolong di jaga kepuasan pelanggannya. Terima kasih.","Makanan Anda oke sama dengan yang saya sukai. Meskipun pada hari libur besar seperti ini ada arti tersendiri untuk libur dan pesanan khusus, dan yang lainnya harus memesan banyak. Tolong jaga kepuasan pelanggan. Terima kasih,"
"Restoran iki yaiku panggon kuliner sing wajib diparani umpama nyang bandung. Ora mung panganane sing manjakne ilat panganan sunda banget, restoran iki uga dibangun nganggo konsep mangan santai ning jero kali dadi nawarne pengalaman kuliner sing berkesan banget. Kudu dijajal dinggo sopo ae sing nyang bandung.","Restoran ini adalah sebuah destinasi kuliner yang wajib dikunjungi bila ke bandung. Selain makanan yang sangat memanjakan lidah makanan sunda, restoran ini juga dibangun dengan konsep makan santai di dalam saung yang dikelilingi alam hutan dan pegunungan yang dihias pepohonan rindang dan dihibur oleh gemericik air sungai sehingga menawarkan pengalaman kuliner yang teramat mengesankan. Harus dicoba bagi siapapun yang ke bandung.","Restoran ini adalah tempat makan yang wajib dikunjungi jika Anda berada di Bandung. Tidak hanya menyajikan makanan khas Sunda yang lezat, restoran ini juga dibangun dengan konsep makan santai di atas sungai sehingga menawarkan pengalaman kuliner yang tak terlupakan. Wajib dicoba untuk siapa saja yang berada di Bandung."
Mbalik ngaktifne paket data indosat merga isa akses youtube unlimited.,Kembali mengaktifkan paket data indosat karena dapat akses youtube unlimited.,Mengaktifkan paket data Indosat agar bisa mengakses YouTube tanpa batas.
Aku nembe ngerti ketemu kancaku sek makarya nang trans tv,Saya baru saja bertemu teman saya yang bekerja di trans tv,Baru saja saya bertemu teman saya yang bekerja di Trans TV.
"Omah mangan ning dalan anggrek iki nduwe keistimewaan jenis seafood sing rena-rena lan ana sing isih urip dinggo dipilih lan dimasak pas kuwi uga. Rena-rena jenis panganan isa dipilih lan wektu ngenteni sing sediluk nggarai adewe ora tek kesuwen keluwen ngenteni. Menu kerapu kukuse enak banget lan gurih, apa meneh lak dimasak karo iwak sing isih seger. Lokasine lumayan adem, regane mirah.","Rumah makan di jalan anggrek ini memiliki keistimewaan jenis seafood yang beragam dan ada yang masih hidup untuk dipilih dan dimasak saat itu juga. Berbagai jenis masakan dapat dipilih dan waktu tunggu yang singkat membuat kita tidak terlalu lama kelaparan menunggu. Menu kerapu kukusnya sangat enak dan gurih, apalagi bila dimasak dengan ikan yang masih segar. Lokasi cukup sejuk, harga murah.","Restoran ini memiliki keistimewaan jenis makanan laut yang segar-segar dan masih hidup untuk dipilih dan dimasak saat itu juga. Berbagai jenis makanan dapat dipilih dan saat menunggu yang menyajikan tidak akan membuat Anda bosan menunggu. Menu ikan kerapu kukusnya sangat enak dan gurih, apalagi saat dimasak dengan ikan yang masih segar. Lokasinya cukup sejuk, harganya terjangkau."
"Kaya biasane awakdewe mesti golek kuliner sing liya timbangane sing liyane, awakdewe entuk ning panggen iki yaiku the restaurant padma hotel. Awakdewe pesen menu sing ana. Ana saka indonesia, eropa lan cina, tibake kabeh masakane enak kabeh.","Seperti biasa kami selalu mencari kuliner yang lain daripada yang lain, dapatlah kami di tempat ini yaitu the restaurant padma hotel. Kami memesan menu yang ada. Ada dari indonesia, eropa dan chinese, ternyata semua masakannya enak semuanya.","Seperti biasanya saya harus mencari kuliner yang lain daripada yang lain, saya menemukan restoran ini yaitu restoran hotel Padma. Saya memesan menu yang ada. Ada dari Indonesia, Eropa dan Cina, ternyata semua masakannya enak."
Iya kuwi sing nggawe aku kesel. Iki udu salahe sing ngelamar nanging jelas 100% salahe pihak sing ana ing ndhuwur sing embuh piye carane dheweke koordinasi. Nyesek aku kuwi sanajan iki kasus kancaku sing ing lampung.,Iya itu yang bikin saya kesal. Ini bukan kesalahan sang pelamar tapi jelas 100% kesalahan pihak yang di atas yang entah bagaimana cara mereka berkordinasi. Nyesek saya itu walaupun ini kasus teman saya yang di lampung.,"Ya, itu yang membuatku kesal. Ini bukan salah yang melamar tetapi jelas 100% salah pihak yang ada di atas yang tidak tahu bagaimana caranya mereka berkoordinasi. Nyesek aku ini, walau ini kasus teman saya yang di Lampung."
"Pelayanane cukup suwi, nanging suwasanane sing diwenehi apik lan unik, dadi karo ngenteni panganan isa nikmati suwasana ing restoran iki, menu sing disajikake aneka werna lan enak,","Pelayanannya agak lama, tetapi suasana yang diberikan keren dan unik, jadi sambil menunggu makanan bisa menikmati suasana di resto ini, menu yang disajikan beragam dan enak,","Pelayanannya cukup lama, tetapi suasana yang diberikan bagus dan unik, jadi meskipun menunggu makanan bisa menikmati suasana di restoran ini, menu yang disajikan beraneka warna dan enak,"
"Panganan ing kene enak-enak kanthi akeh variasine. Kabehane enak kanthi pemandangan apik. Pelayanane sing maksimal saka mbak diah lan gina saka ngewiwiti teka nganti rampung, dilayani kanthi apik tenan.","Makanan di sini enak-enak dengan banyak variasi. Semuanya enak dengan pemandangan bagus. Pelayanan yang maksimal dari mbak diah dan gina dari awal datang sampai selesai, dilayani dengan sangat baik.","Makanan di sini enak-enak dengan banyak variasi. Semuanya enak dengan pemandangan yang indah. Pelayanannya yang maksimal dari Mbak Diah dan Gina dari mulai datang sampai selesai, dilayani dengan sangat baik."
"Ana ing ajang piala dunia 2018 sesuk, telkomsel njupuk bagian minangka pandukung penyiaran resmi ing perhelatan sepak bola donya kasebut.","Dalam ajang piala dunia 2018 nanti, telkomsel mengambil bagian sebagai pendukung penyiaran resmi dalam perhelatan sepak bola dunia tersebut.","Pada ajang Piala Dunia 2018 nanti, Telkomsel mengambil bagian sebagai pendukung penyiaran resmi dalam perhelatan sepak bola dunia tersebut."
De'e biasane tuku tisu paseo,Dia biasanya membeli tisu paseo,Dia biasanya membeli tisu basah.
"Buse ora nyaman, mbak, ora sumbut karo sing diomongne bosmu, urung maneh panganane kurang enak banget, terus panggon wisata tujuane sing nggelakne:","Busnya tidak nyaman, mbak, tidak sesuai dengan yang diomongin atasan Anda, belum lagi makanannya kurang enak banget, lalu tempat wisata tujuannya yang mengecewakan:","Busnya tidak nyaman, Kak, tidak sesuai dengan yang dibicarakan bosmu, makanannya kurang enak lagi, dan pemandu wisatanya membuat kita tertawa:"
"Cukup gampang golek lokasi iki, mung ngikuti wae arah menyang tengah kota. Mengko ning kiwa dalan ketok parkiran mobil sing cukup akeh, nengkono panggonan kafe iki. Rasane kafe iki pancen arang sepi, pengunjunge akeh banget.","Cukup mudah mencari lokasi ini, tinggal mengikuti saja arah ke tengah kota. Nanti di kiri jalan terlihat parkiran mobil yang cukup banyak, disitulah tempat kafe ini. Rasanya kafe ini memang jarang sepi, banyak sekali pengunjung.","Cukup mudah menemukan lokasi ini, ikuti saja arah ke pusat kota. Nanti di sebelah kiri jalan ada area parkir mobil yang cukup luas, di sinilah letak kafe ini. Rasanya kafe ini memang agak sepi, pengunjungnya sangat banyak."
"Gela aku karo provider iki, nganti sebel, nesu, emosi, aku metu, gara gara, sinyal sing ora bener.","Kecewa saya dengan provider ini, sampai kesal, marah, emosi, saya keluar, gara gara, sinyal yang tidak benar.","Saya marah dengan penyedia layanan ini, sampai-sampai saya kesal, marah, emosi, saya meledak, karena, sinyal yang tidak baik."
"Sarung bantal, seprei lan slimute uwis ora putih...terus temboke wes akeh lumut..","Sarung bantal, seprai dan selimutnya tidak lagi putih...trus dindingnya sudah banyak lumut..","Sarung bantal, seprai, dan selimut sudah tidak putih lagi... lalu bau bantal sudah banyak lumutnya.."
"Lan pas dheweke teka, saya rusak wae iki acara. Gilo banget aku karo dheweke, asli! Ngapuro yoo aku ora seneng banget karo dheweke","Dan ketika dia tiba, makin rusak saja ini acara. Jijik banget gue sama dia, asli! Maaf yaah gue enggak suka banget sama dia","Dan pas dia datang, saya merusak acara ini. Saya sangat benci dia, sungguh! Maafkan saya, saya tidak terlalu menyukainya."
"Dhewe ana acara mangan mbengi wektu kuwi, es krime ora dipisah karo espresso dadi ora isa nyampur sing cocok karo selerane awakedhewe. Salmon steake uga kurang seger, kulit salmone atos, ketoke suwi ing kulkas utawa freezer. Sanajan iku menu utama sing kudune enak.","Kami ada acara makan malam waktu itu, ice krimnya tidak dipisahkan dengan espresso jadi tidak bisa mencampur sesuai selera masing-masing. Salmon steaknya juga kurang segar, kulit salmonnya keras, keliatannya lama di kulkas atau freezer. Padahal itu menu utama yang seharusnya enak.","Di acara makan malam saat itu, es krim tidak dipisahkan dengan espresso sehingga tidak bisa tercampur dengan baik sesuai selera masing-masing. Steak salmon-nya juga kurang segar, kulit salmonnya terasa keras, sepertinya sudah lama berada di dalam kulkas atau freezer. Padahal itu adalah menu utama yang seharusnya enak."
"Panggonane gampang ditemukake. Resik lan higienis, pelayanane apik, dhewe bisa diskusi babagan panganan kang kasadia. Asik.","Tempatnya mudah ditemukan. Bersih dan higienis, pelayanannya bagus, kita bisa diskusi tentang masakan yang tersedia. Asik.","Tempatnya mudah ditemukan. Bersih dan higienis, pelayanannya baik, kita bisa berdiskusi tentang makanan yang disediakan. Seru."
Buffet mangan mbengi paling top. Regane pas karo sing dientukake. Rasane enak piliane akeh. Regane kadang didiskon yen teko rombongan. Sukses terus ya.,Buffet makan malam paling top. Harga sesuai yang didapat. Rasanya enak pilihannya banyak. Harga kadang didiskon jika datang rombongan. Sukses selalu ya.,Buffet makan malam paling top. Harga sesuai dengan yang disajikan. Rasanya enak dan pilihan banyak. Harga kadang didiskon jika datang dalam kelompok. Sukses terus ya.
Panggon sing apik yen dinikmati wengi. Cukup nyaman. Ragane lumayan murah. Senenganku stik tenderloine. Cukup enak.,Tempat yang bagus kalau dinikmati malam hari. Cukup nyaman. Harga cukup terjangkau. Favorit saya steak tenderloinnya. Cukup enak.,Pemandangan yang indah jika dinikmati malam hari. Cukup nyaman. Harga cukup terjangkau. Favoritku adalah stik tenderloin. Cukup enak.
"Njajal kanggo buka puasa ing kene. Kanggo rega sing kagolong larang ana ing antara hotel berbintang sakelasae, rasa sing ditawakake tenan nguciwakake. Pastane ora ana rasane, panganan liyane uga ora ana rasane. Beda tenan karo apa sing biasa ditawakake. Lan pelayanane uga kurang profesional pas ngelakoni pembayaran nganggo kartu kredit.","Mencoba untuk buka puasa di sini. Dengan harga yang tergolong mahal di antara hotel berbintang sekelasnya, rasa yang ditawarkan sangat mengecewakan. Pastanya hambar, makanan lain juga hambar. Sangat berbeda dengan apa yang biasa ditawarkan. Dan pelayanan juga kurang profesional pada saat melakukan pembayaran dengan mengunakan kartu kredit.","Saya mencoba berbuka puasa di sini. Untuk harga yang tergolong mahal di antara hotel-hotel berbintang sekelasnya, rasa yang ditawarkan benar-benar mengecewakan. Pastanya tidak berasa, makanan lainnya juga tidak berasa. Sangat berbeda dengan apa yang biasanya ditawarkan. Layanan mereka juga kurang profesional saat melakukan pembayaran menggunakan kartu kredit."
"Aku uga bingung loh, sing ndukung tokoh kuwi meh kabeh setipe bisane mung ngenyek-ngenyek, fitnah, tembung-tembung kasar, nyebarna isu ngapusi, ngutamakake emosi, akal sehate ora pernah dinggo.","Gue juga bingung loh, pendukung tokoh itu hampir semuanya setipe bisanya cuma maki-maki, fitnah, kata-kata kasar, menyebar isu bohong, mengutamakan emosi, akal sehat tidak pernah dipakai.","Saya juga bingung, yang mendukung tokoh itu semua sepertinya hanya mampu menghina, memfitnah, menggunakan kata-kata kasar, menyebarkan isu bohong, memprioritaskan emosi, dan tidak pernah menggunakan akal sehat."
"Omah mangan nusa indah saiki gelakne ah. Reget, uwong ditokne wae ngrokok ning ruangan nggo ac, pangganan suwe tekane.","Rumah makan nusa indah sekarang mengecewakan ah. Kotor, orang didiamkan saja merokok di ruangan ber ac, makanan lama datangnya.","Rumah makan Nusa Indah sekarang sudah tidak seperti dulu. Asap rokok di mana-mana, orang-orang merokok di ruangan ber-AC, dan pelayanan sangat lambat."
Nadia nggoleki hem kanggo adike ning uniqlo,Nadia mencari kemeja untuk adiknya di uniqlo,Nadia mencari kemeja untuk adiknya di Uniqlo.
"101 dalmatians: The series yaiku seri kartun tipi sing digawe karo disney television animation, kerjo bareng karo jumbo pictures.","101 dalmatians: The series adalah sebuah seri animasi televisi yang diproduksi oleh disney television animation, bekerja sama dengan jumbo pictures.","101 Dalmatians: The Series adalah serial kartun televisi yang diproduksi oleh Disney Television Animation, bekerja sama dengan Jumbo Pictures."
Kantor kang nyambungake korsel - korut dibuka pekan iki,Kantor penghubung korsel - korut dibuka pekan ini,Kantor yang menghubungkan Korsel dan Korut dibuka minggu ini
Menehi berkah bareng sinde! Etukna 50 paket umroh saben tuku minimal rp 15.000 ning alfamart.,Berbagi berkah bersama sinde! Dapatkan 50 paket umroh setiap pembelian minimal rp 15.000 di alfamart.,Memberikan berkah bersama teman-teman! Dapatkan 50 paket umroh setiap pembelian minimal Rp 15.000 di Alfamart.
"Tuku kaos, topi utawa jam tangan ning lapak monoton roomstore busa ditawa khusus nganggo aplikasi ning hape bosku.","Beli kaos, topi atau jam tangan di lapak monoton roomstore bisa diego khusus pakai aplikasi di hape boskuh.","Beli kaos, topi, atau jam tangan di toko monoton roomstore bisa diskon khusus dengan menggunakan aplikasi di ponselku."
"Aplikasi google maps akeh paedahe, aku puas nganggone!","Aplikasi google maps sangat bermanfaat, saya puas menggunakannya!","Aplikasi Google Maps sangat membantu dalam perjalanan, saya puas menggunakannya!"
"Kanggo malem minggu ing kene pasangan diwenehi panggonan sing ora kapenak, amarga pas uwong lewat ing kana panggonane dhewe obah-obah, luwih pase mirip kaya warung pinggir dalan. Ora sesuai karo rega panganane sing disajikake, kudune pasangan uga diwenehi panggonan sing apik uduk sembarang nerima tamu lan dideleh ing panggonan kaya kuwi.","Untuk malam minggu di sana pasangan diberi tempat yang tidak nyaman, karena saat orang lewat di sana tempat kami goyang-goyang, lebih tepatnya mirip seperti warung pinggir jalan. Tidak sesuai dengan harga makanan yang disajikan, seharusnya pasangan juga diberi tempat yang bagus bukan sembarang terima tamu dan taruh di tempat seperti itu.","Untuk malam minggu di tempat ini, pasangan-pasangan diberikan tempat duduk yang tidak nyaman, karena saat orang lewat di dekat tempat duduk tersebut, tubuh mereka bergoyang-goyang, lebih mirip seperti warung pinggir jalan. Tidak sesuai dengan harga makanan yang disajikan, seharusnya pasangan-pasangan juga diberikan tempat duduk yang baik, tidak sembarangan menerima tamu dan tidak dideletakkan di tempat seperti itu."
Menu panganan cukup rena-rena lan nggarai sir mesen kabeh. Mirah? Jelas ae!,Menu makanan cukup bervariasi dan bikin mau dipesan semuanya. Murah? Pastinya!,Menu makanan cukup bervariasi dan membuat saya ingin memesan semuanya. Enak? Tentu saja!
Bagikno sak akeh-akehe. Ben wong iki diproses. Kangen ndelok video njaluk sepiro karo nangis-nangis terus wadul nyang mbok e terus omong lak perlakuane kuwi ora sengaja.,Bagikan sebanyak-banyaknya. Biar ini orang diproses. Kangen melihat video minta maaf sambil nangis-nangis lalu ngadu ke emak lalu bilang kalau perlakuan itu tidak sengaja.,Bagaimana kalau kita bagikan semuanya? Biarkan orang ini diproses. Saya merindukan menonton video meminta maaf dan menangis terus-menerus lalu mengadu kepada ibunya dan terus mengatakan bahwa perlakuan itu tidak disengaja.
"Soto kudus iki anane ning pinggir dalan, kaping pisan arep mangan rada ora mantep uga sih. Amarga pengen ngerti rasa kudus yo dijajal sek. Ee saktenane uga enak lho, lan ana uga pilihan kanggo nyampurake, pokoke enak tenan. Regane murah pol deh. ","Soto kudus ini adanya di kaki lima, pertama kali mau makan agak ragu juga sih. Karena ingin tahu rasa kudus ya dicoba dulu. Ee ternyata enak juga lho, dan ada juga pilhan untuk mencampurnya, pokoknya enak sekali deh. Harganya murah meriah deh.","Soto kudus ini lokasinya di pinggir jalan, jadi kalau mau makan agak tidak nyaman sih. Karena ingin tahu rasanya ya dicoba saja. E, ternyata enak juga, dan ada juga pilihan untuk dicampur, pokonya enak sekali. Harga murah banget deh."
Olahraga wengi isa dadi pilihan kanggo ngisi wektu lowong.,Olahraga di malam hari dapat menjadi pilihan untuk mengisi waktu luang.,Olahraga malam bisa menjadi pilihan untuk mengisi waktu luang.
Restoran seafood. Menu spesiale yuyu sing dipangan karo kulite. Kanggo aku kurang enak. Kulite isih rada atos. Pelayanane biasa-biasa bae.,Restoran seafood. Menu spesialnyanya kepiting yang dimakan dengan kulitnya. Untuk saya kurang enak. Kulitnya masih agak keras. Pelayanannya biasa-biasa saja.,Restoran seafood. Menu spesial ikan yang dimakan dengan kulit. Bagi saya kurang enak. Kulitnya masih agak lembek. Pelayanannya biasa saja.
"Enak lumayan, nanging regane larang amarga porsine luwih sithik. Ana pilihan infused kangen water sek cukup kanggo 4 uwong","Enak lumayan, tapi harganya mahal karena porsinya sedikit kecil. Ada pilihan infused kangen water yang cukup untuk 4 orang","Rasa cukup enak, tetapi harganya mahal karena porsinya kecil. Ada pilihan air kangen infused yang cukup untuk 4 orang."
"Dinggo daerah banda aceh lan sekitare sik lancar, ora ana gangguan blas.","Untuk daerah banda aceh dan sekitarnya masih lancar, tidak ada gangguan sama sekali.","Kondisi di wilayah Banda Aceh dan sekitarnya tetap lancar, tidak ada gangguan sama sekali."
Emosi karo gojek sing kerep nyasar yen arep menyang omahku.,Emosi dengan gojek yang selalu nyasar kalau mau ke rumah saya.,Emosi dan frustrasi dengan pengemudi Gojek yang sering salah arah saat menuju ke rumahku.
"Kafe sing nyaman, enak lan murah kanthi desain kafe sing unik lan marakna krasan. Panganan enak lan kopi enak lan fasilitas wifi sing cepet lan tv kabel","Kafe yang nyaman, enak dan murah dengan desain kafe yang unik dan bikin betah. Makanan enak dan kopi enak serta fasilitas wifi yang cepat dan tv kabel","Kafe yang nyaman, enak, dan murah dengan desain kafe yang unik dan ramai membuat betah. Makanan enak dan kopi enak serta fasilitas wifi yang cepat dan tv kabel."
