javanese,indonesian
"Saderengipun miwiti nyambut damel, sumangga sesarengan ngucap bismillah. Mugi Gusti Allah tansah paring keberkahan.","Sebelum memulai bekerja, mari bersama-sama mengucapkan bismillah. Semoga Tuhan Allah selalu memberikan keberkahan."
Sesuk arep ana lomba nggambar ing sekolah. Mula kudu latihan nggambar sing sregep ben iso menang.,Besok akan ada lomba menggambar di sekolah. Maka harus latihan menggambar yang rajin biar bisa menang.
"Panjenengan kedah ngatos-atos anggenipun ngendikan, supados mboten damel serik manahipun tiyang sanes. Ugi kedah nduweni unggah-ungguh.","Anda harus berhati-hati dalam berbicara, supaya tidak membuat sakit hati orang lain. Juga harus memiliki tata krama."
"Dhik wingi aku ketemu kanca SD-ku ing mall. Saiki wis dadi dokter, hebat tenan!.","Kemarin saya bertemu teman SD-ku di mall. Sekarang sudah menjadi dokter, hebat sekali!."
"Sumangga dipun dhahar unjukanipun, mboten sah isin. Anggepen mawon omah dewe.","Silakan diminum minumannya, tidak usah malu. Anggap saja rumah sendiri."
"Bapak ngakon aku ojo lali sinau yen pengen pinter. Ojo males, ndak getun mburi.","Ayah menyuruh saya jangan lupa belajar kalau ingin pintar. Jangan malas, nanti menyesal di belakang."
"Menawi badhe kesah dateng Surabaya, langkung sae numpak sepur mawon. Langkung cepet lan kepenak.","Jika akan pergi ke Surabaya, lebih baik naik kereta saja. Lebih cepat dan nyaman."
Aku wes kangen banget karo kowe. Sesuk ketemu ya? Ojo lali nganggo klambi sing tak senengi.,Saya sudah kangen sekali sama kamu. Besok ketemu ya? Jangan lupa memakai baju yang saya sukai.
Kula nyuwun pangapunten sanget menawi wonten kalepatan. Mugi panjenengan saget ngapunten kula.,Saya mohon maaf sekali apabila ada kesalahan. Semoga Anda bisa memaafkan saya.
Simbahe mesthi ngandhani yen urip kuwi kudu becik. Aja nganti gawe susah wong liyo.,Kakek selalu berpesan bahwa hidup itu harus baik. Jangan sampai membuat susah orang lain.
"Saderengipun miwiti pelajaran, sumangga diwiwiti kanthi ndedonga. Mugi ilmu ingkang dipun sinau saget bermanfaat.","Sebelum memulai pelajaran, mari diawali dengan berdoa. Semoga ilmu yang dipelajari bisa bermanfaat."
"Sesuk ana kerjabakti bersih-bersih kali, kudu melu supaya lingkungan resik lan sehat.","Besok ada kerjabakti bersih-bersih sungai, harus ikut supaya lingkungan bersih dan sehat."
Aku pengen nyenengke wong tuwo selagi isih urip. Muga-muga aku iso ngangkat drajat e wong tuwo.,Saya ingin membahagiakan orang tua selagi masih hidup. Semoga saya bisa mengangkat derajat orang tua.
"Menawi panjenengan mboten keberatan, kula ajeng tumut dateng acara punika. Kula ajeng sinau lan nambah pengalaman.","Jika Anda tidak keberatan, saya ingin ikut ke acara ini. Saya ingin belajar dan menambah pengalaman."
"Ojo lali nyiram kembang saben isuk lan sore, supoyo kembang e iso urip subur.","Jangan lupa menyiram bunga setiap pagi dan sore, supaya bunganya bisa hidup subur."
"Sakjane aku pengen tuku klambi anyar kanggo lebaran, nanging durung nduwe duit.","Sebenarnya saya ingin membeli baju baru untuk lebaran, tapi belum punya uang."
"Yen awakmu loro, ojo wegah maring dokter, supaya cepet mari lan iso aktivitas maneh.","Kalau kamu sakit, jangan enggan pergi ke dokter, supaya cepat sembuh dan bisa aktivitas lagi."
"Sesok yen wis sukses, ojo lali marang kanca-kanca lan wong sing wis nulungi nalika susah.","Besok kalau sudah sukses, jangan lupa kepada teman-teman dan orang yang sudah menolong ketika susah."
"Duh Gusti, mugi panjenengan paringi sabar lan kuat anggenipun ngadhepi ujian ing gesang menika.","Ya Tuhan, semoga Anda memberikan kesabaran dan kekuatan dalam menghadapi ujian dalam hidup ini."
"Aku lungo menyang pantai bareng karo kanca-kanca sak kelas, rasane seneng banget iso ngumpul kaya ngene.","Saya pergi ke pantai bersama dengan teman-teman sekelas, rasanya senang sekali bisa berkumpul seperti ini."
"Menawi badhe lunga, sumangga dipun cek rumiyin sedaya barang ingkang badhe dipun beta supados mboten wonten ingkang ketinggalan.","Jika akan pergi, silakan dicek terlebih dahulu semua barang yang akan dibawa supaya tidak ada yang tertinggal."
"Saiki wes wayahe ngaso, ayo padha ngombe kopi lan nyemil roti supaya semangat maneh nyambut gawe.","Sekarang sudah waktunya istirahat, ayo pada minum kopi dan ngemil roti supaya semangat lagi bekerja."
"Menawi badhe tumut dhateng acara punika, sumangga nyerataken asma lan alamat wonten ing buku tamu. Mboten sah sungkan.","Jika ingin ikut ke acara ini, silakan menuliskan nama dan alamat di buku tamu. Tidak usah sungkan."
"Aja lali ngopeni lingkungan, supoyo lingkungan tetep resik lan nyaman kanggo dipanggoni.","Jangan lupa menjaga lingkungan, supaya lingkungan tetap bersih dan nyaman untuk ditinggali."
"Wingi aku tuku buku anyar ing toko buku, judule apik banget lan isine nggarai semangat kanggo sinau.","Kemarin saya membeli buku baru di toko buku, judulnya bagus sekali dan isinya membuat semangat untuk belajar."
Mugi-mugi sedaya ingkang dipun tindakaken saged dados amal kesaenan lan dipun ridhoi dening Gusti Allah SWT.,Semoga semua yang dilakukan dapat menjadi amal kebaikan dan diridhoi oleh Tuhan Allah SWT.
"Kula nyuwun pamit rumiyin, amargi wonten urusan ingkang kedah dipun rampungaken. Mugi enggal saged pinanggih malih.","Saya mohon pamit dulu, karena ada urusan yang harus diselesaikan. Semoga segera bisa bertemu lagi."
"Dadi wong kuwi kudu jujur, adil, lan ora nyenengke awake dhewe wae. Kudu mikirke wong liya uga.","Menjadi orang itu harus jujur, adil, dan tidak menyenangkan diri sendiri saja. Harus memikirkan orang lain juga."
"Yen nduwe masalah, ojo dipendem dewe. Luwih becik dirembug karo wong sing mbok percoyo.","Kalau punya masalah, jangan dipendam sendiri. Lebih baik dirundingkan dengan orang yang kamu percaya."
"Sesuk yen aku wis sukses, aku pengen ngangkat drajate wong tuwaku. Aku pengen gawe seneng wong tuwaku.","Besok kalau saya sudah sukses, saya ingin mengangkat derajat orang tuaku. Saya ingin membuat senang orang tuaku."
"Menawi panjenengan kersa ngaso, sumangga dipununjuk unjukanipun. Mboten usah sungkan, anggap omah piyambak.","Jika Anda ingin beristirahat, silakan diminum minumannya. Tidak usah sungkan, anggap rumah sendiri."
"Sakniki aku lagi nyambut gawe, pengen ngumpulke duwit kanggo nyukupi kebutuhan keluarga lan ngancani ibu lunga menyang Mekah.","Sekarang saya lagi bekerja, ingin mengumpulkan uang untuk mencukupi kebutuhan keluarga dan menemani ibu pergi ke Mekah."
"Wingi aku lunga menyang Jakarta numpak sepur. Perjalanane penak banget, ora macet lan iso turu.","Kemarin saya pergi ke Jakarta naik kereta. Perjalanannya nyaman sekali, tidak macet dan bisa tidur."
Mugi-mugi sedaya ingkang dipun kajataken saged kaleksanan kanthi lancar lan dipun ridhoi Allah SWT. Amin.,Semoga semua yang dicita-citakan bisa terlaksana dengan lancar dan diridhoi Allah SWT. Amin.
"Ojo lali ngopeni lingkungan, supoyo katon asri lan sehat. Mben lingkungan mboten tercemar.","Jangan lupa menjaga lingkungan, supaya terlihat asri dan sehat. Supaya lingkungan tidak tercemar."
"Sakwise lulus sekolah, aku arep ngelanjutke kuliah. Muga-muga biso ketrima nang universitas sing tak pengen.","Setelah lulus sekolah, saya akan melanjutkan kuliah. Semoga bisa diterima di universitas yang saya inginkan."
"Menawi badhe tindak dhateng Malang, langkung sae numpak bis. Bis e luwih murah daripada numpak sepur.","Jika akan pergi ke Malang, lebih baik naik bis. Bis nya lebih murah daripada naik kereta."
"Pancen angel golek kanca sing iso dipercaya, nanging yen wis ketemu kudu dijogo kanthi tenanan. Aja nganti ilang.","Memang sulit mencari teman yang bisa dipercaya, tetapi kalau sudah ketemu harus dijaga dengan sungguh-sungguh. Jangan sampai hilang."
Mugi-mugi panjenengan tansah diparingi sabar lan tawakal anggenipun ngadhepi pacoban. Gusti Allah tansah wonten.,Semoga Anda selalu diberikan sabar dan tawakal dalam menghadapi cobaan. Tuhan Allah selalu ada.
"Menawi sampun dalu, sumangga ngaso lan dipun sirem tetuwuhan ingkang wonten ing ngajeng griya.","Jika sudah malam, silakan beristirahat dan disiram tanaman yang ada di depan rumah."
