javanese,indonesian
"Menawi sampun rampung dhahar, monggo dipun resiki sesarengan supados langkung resik lan sae.","Jika sudah selesai makan, mari dibersihkan bersama-sama supaya lebih bersih dan baik."
Aku bingung arep tuku opo kanggo kado ulang tahun kancaku.,Saya bingung mau beli apa untuk kado ulang tahun temanku.
"Menawi sampun lulus saking kuliah, kula ajeng nyambut damel supados saged nyukupi kabetahan.","Jika sudah lulus dari kuliah, saya ingin bekerja supaya bisa mencukupi kebutuhan."
"Muga-muga wae sesuk udan ora deres, supaya iso dolan nang kebon binatang.","Semoga saja besok hujan tidak deras, supaya bisa bermain ke kebun binatang."
Kula badhe ngaturaken sugeng rawuh dumateng para tamu ingkang sampun kersa rawuh ing acara punika.,Saya ingin mengucapkan selamat datang kepada para tamu yang sudah berkenan hadir di acara ini.
"Pancen enak mangan sego pecel iku, opo maneh yen sambel e pedes.","Memang enak makan nasi pecel itu, apalagi kalau sambalnya pedas."
"Menawi badhe tindak dhateng Jakarta, langkung sae numpak sepur mawon supados boten macet.","Kalau mau pergi ke Jakarta, lebih baik naik kereta saja supaya tidak macet."
"Wes wayahe turu iki, ngantuk banget rasane, mugo-mugo sesuk iso tangi isuk.","Sudah waktunya tidur ini, mengantuk sekali rasanya, semoga besok bisa bangun pagi."
"Kula nyuwun pangapunten, menawi atur kula kirang mranani penggalih panjenengan.","Saya mohon maaf, jika perkataan saya kurang berkenan di hati anda."
"Nek pengen urip mulya, ojo lali sholat lan ngaji, ugo ngabekti marang wong tuwo.","Kalau mau hidup mulia, jangan lupa sholat dan mengaji, juga berbakti kepada orang tua."
"Menawi sampun dumugi ing griya, dipun istirahataken awakipun supados mboten sakit.","Jika sudah sampai di rumah, diistirahatkan badannya supaya tidak sakit."
"Aku pengen banget lunga menyang gunung Bromo, nyawang sunrise sing apik banget kuwi.","Saya ingin sekali pergi ke gunung Bromo, melihat sunrise yang bagus sekali itu."
"Kula ngaturaken sugeng enjang, mugi-mugi sedoyo kegiatan ing dinten punika dipun paringi kelancaran.","Saya mengucapkan selamat pagi, semoga semua kegiatan di hari ini diberikan kelancaran."
"Yen ono masalah ojo dipikir dewe, luwih apik crito marang kancamu sing paling cedhak.","Kalau ada masalah jangan dipikir sendiri, lebih baik cerita kepada temanmu yang paling dekat."
"Menawi badhe tumbas jajan, langkung sae ingkang dipun damel piyambak supados langkung sehat.","Kalau mau membeli jajanan, lebih baik yang dibuat sendiri supaya lebih sehat."
"Pengen tuku motor anyar, nanging durung cukup duwit, kudu nabung luwih akeh iki.","Ingin membeli motor baru, tetapi belum cukup uang, harus menabung lebih banyak ini."
"Kula badhe nyuwun pamit amargi sampun sonten, matur nuwun saking sedaya kawigatosanipun.","Saya ingin mohon pamit karena sudah sore, terima kasih atas semua perhatiannya."
"Nek dadi wong ojo sombong, kabeh kuwi mung titipan saking Gusti.","Kalau jadi orang jangan sombong, semua itu hanya titipan dari Tuhan."
"Menawi wonten wekdal longgar, sumangga ngancani kula dolan dhateng musiyum.","Kalau ada waktu luang, silakan menemani saya bermain ke museum."
"Aku lagi seneng banget krungu lagu campursari, lirik e nggarai eling kampung halaman.","Saya lagi senang sekali mendengar lagu campursari, liriknya membuat ingat kampung halaman."
"Menawi sampun lulus kuliah, kula kepengen nyambut damel ing perusahaan ingkang sae lan terkenal.","Jika sudah lulus kuliah, saya ingin bekerja di perusahaan yang bagus dan terkenal."
"Kudu semangat nyambut gawe, ben iso nyukupi kebutuhan keluarga lan ngangkat drajate wong tuo.","Harus semangat bekerja, biar bisa mencukupi kebutuhan keluarga dan mengangkat derajat orang tua."
"Kula nyuwun pamit rumiyin, amargi sampun wekdalipun kula kedah tindak dhateng masjid.","Saya mohon pamit dulu, karena sudah waktunya saya harus pergi ke masjid."
Muga-muga sesuk pas ujian lancar lan iso nggarap soal kanthi bener.,Semoga saja besok pas ujian lancar dan bisa mengerjakan soal dengan benar.
Kula ngaturaken agunging panuwun dumateng sedaya pihak ingkang sampun ngrewangi acara punika.,Saya mengucapkan banyak terima kasih kepada semua pihak yang sudah membantu acara ini.
"Pancen angel golek kanca sing iso dipercoyo, nanging yen wis ketemu kudu dijaga kanthi becik.","Memang sulit mencari teman yang bisa dipercaya, tetapi kalau sudah ketemu harus dijaga dengan baik."
"Menawi tindak dhateng gunung, dipun ngatos-atos amargi margiipun radi mbebayani.","Kalau pergi ke gunung, dihati-hati karena jalannya agak berbahaya."
"Aku saiki lagi seneng banget masak, saben dina nyoba resep anyar.","Saya sekarang lagi senang sekali memasak, setiap hari mencoba resep baru."
Kula sampun sowan dhateng dalemipun simbah lan nyuwun pangestu kagem kegiatan ingkang badhe kula tindakaken.,Saya sudah berkunjung ke rumahnya kakek dan meminta restu untuk kegiatan yang akan saya lakukan.
"Nek pengen urip enak, yo kudu ngibadah sing sregep lan nglakoni prentahe Gusti Allah.","Kalau mau hidup enak, ya harus beribadah yang rajin dan melaksanakan perintah Tuhan Allah."
"Menawi wonten ingkang kirang trep ing penggalih, kula nyuwun agunging pangaksami.","Apabila ada yang kurang berkenan di hati, saya mohon maaf yang sebesar-besarnya."
"Aku kudu bisa ngatur wektu kanthi becik, supaya kabeh kegiatan iso dilakoni kanthi lancar.","Saya harus bisa mengatur waktu dengan baik, supaya semua kegiatan bisa dilakukan dengan lancar."
"Menawi sampun dugi mangsa rendheng, dipun jaga karesikan lingkungan supados mboten banjir.","Jika sudah tiba musim penghujan, dijaga kebersihan lingkungan supaya tidak banjir."
"Pengen banget iso lunga menyang Korea, ketemu karo idolaku lan nyawang pemandangan ing kana.","Ingin sekali bisa pergi ke Korea, bertemu dengan idolaku dan melihat pemandangan di sana."
"Kula ngaturaken sugeng siang, mugi-mugi sedoyo rejeki ing dinten punika dipun lancaraken.","Saya mengucapkan selamat siang, semoga semua rejeki di hari ini dilancarkan."
"Nek wes niat arep nyambut gawe, ojo gampang grusa-grusu, kudu dilakoni kanthi tenanan.","Kalau sudah niat mau bekerja, jangan gampang tergesa-gesa, harus dilakukan dengan sungguh-sungguh."
