javanese,indonesian
Kula mboten saged rawuh amargi wonten acara keluarga ingkang mboten saged dipun tinggalaken.,Saya tidak bisa datang karena ada acara keluarga yang tidak bisa ditinggalkan.
"Aja nganti lali marang Gusti Allah, amarga urip iki mung sakdermo nglampahi lan kabeh kuwi saka panjenengane.","Jangan sampai lupa kepada Tuhan Allah, karena hidup ini hanya sekadar menjalani dan semua itu dari-Nya."
"Menawi panjenengan mboten sibuk, kula aturi pinarak wonten ing griya kula. Kula badhe nyuguhi kopi lan jajan.","Jika anda tidak sibuk, saya persilakan duduk di rumah saya. Saya akan menjamu kopi dan kue."
"Dhik kae aku weruh kowe nang dalan karo wong lanang liyo, sopo kuwi? Kok ora dikenalke marang aku?","Kemarin saya melihat kamu di jalan sama laki-laki lain, siapa itu? Kok tidak dikenalkan kepada saya?"
"Pancen angel golek rejeki ing jaman saiki, nanging kudu tetep semangat lan usaha, ojo nganti putus asa.","Memang sulit mencari rejeki di zaman sekarang, tetapi harus tetap semangat dan usaha, jangan sampai putus asa."
"Nek ono masalah, ojo dipendem dewe, becike dirembug karo wong tuwa supaya entuk solusi sing apik.","Kalau ada masalah, jangan dipendam sendiri, sebaiknya dirundingkan dengan orang tua supaya mendapat solusi yang baik."
"Wingi aku lungo menyang Surabaya karo sepur, pancen penak numpak sepur tinimbang bis, ora macet lan iso turu.","Kemarin saya pergi ke Surabaya naik kereta, memang enak naik kereta daripada bis, tidak macet dan bisa tidur."
"Sugeng ndalu, mugi panjenengan tansah pinaringan katentreman lan kabagyan ing sak lebeting dalu punika.","Selamat malam, semoga anda selalu diberikan ketentraman dan kebahagiaan di dalam malam ini."
"Aja lali ngewangi wong tuwa, sanajan mung sethithik nanging ikhlas, kuwi luwih aji tinimbang ngewangi akeh nanging ora ikhlas.","Jangan lupa membantu orang tua, meskipun hanya sedikit tetapi ikhlas, itu lebih berharga daripada membantu banyak tetapi tidak ikhlas."
"Kula nyuwun pamit rumiyin, amargi badhe tumuju dateng rapat ingkang dipunadani dening perusahaan.","Saya mohon pamit dulu, karena akan menuju ke rapat yang diadakan oleh perusahaan."
"Dadi wong kuwi ojo dumeh lan ojo nganti lali marang wong tuwa. Inget, mergo wong tuwa iso dadi wong koyo saiki.","Jadi orang itu jangan mentang-mentang dan jangan sampai lupa kepada orang tua. Ingat, karena orang tua bisa jadi orang seperti sekarang."
"Yen lungo adoh, ojo lali gawa sangu, ojo mung ngandelke duite wong tuo. Kuwi ora becik.","Kalau pergi jauh, jangan lupa bawa bekal, jangan hanya mengandalkan uangnya orang tua. Itu tidak baik."
Mugi-mugi panjenengan tansah dipun paringi kesehatan lan keslametan dening Gusti Ingkang Maha Kuasa. Amin.,Semoga anda selalu diberikan kesehatan dan keselamatan oleh Tuhan Yang Maha Kuasa. Amin.
"Kula badhe nyuwun pamit, awit sampun dumugi wekdalipun. Matur nuwun saking panglonggaran wekdal panjenengan.","Saya mohon pamit, karena sudah tiba waktunya. Terima kasih atas kelonggaran waktu anda."
