javanese,indonesian
"Menawi panjenengan mboten sibuk, sumangga pinarak wonten ing griya kula, ngombe kopi sesarengan.","Jika anda tidak sibuk, silakan mampir ke rumah saya, minum kopi bersama-sama."
Aku seneng banget krungu swara gamelan. Gamelan kuwi swara khas saka Jawa.,Saya senang sekali mendengar suara gamelan. Gamelan itu suara khas dari Jawa.
Mugi-mugi sedaya amal ibadah kita dipun tampi dening Gusti Allah SWT.,Semoga semua amal ibadah kita diterima oleh Tuhan Allah SWT.
"Dadi wong kuwi kudu jujur lan apik marang wong liya, aja ngapusi lan nglarani atine wong liya.","Menjadi orang itu harus jujur dan baik kepada orang lain, jangan menipu dan menyakiti hati orang lain."
"Kula ngaturaken sugeng Riyadi Idul Fitri, mugi sedaya dosa kita dipun ngapura.","Saya mengucapkan selamat Hari Raya Idul Fitri, semoga semua dosa kita diampuni."
"Nek arep tuku sega, aja lali dijalukake sambel lan krupuk. Tambah enak nek ana lawuh tempe.","Kalau mau beli nasi, jangan lupa dimintakan sambal dan kerupuk. Tambah enak kalau ada lauk tempe."
"Simbahe ngendika yen urip kuwi kudu tansah syukur lan narima apa anane, aja nganti lali marang Gusti Allah.","Kakek berkata bahwa hidup itu harus selalu bersyukur dan menerima apa adanya, jangan sampai lupa kepada Tuhan Allah."
"Saderengipun budhal, sumangga dipun dongaaken rumiyin supados dipun paringi kelancaran lan kaslametan.","Sebelum berangkat, mari didoakan dulu supaya diberikan kelancaran dan keselamatan."
"Menawi panjenengan kersa ngaso, sumangga pinarak wonten ing kursi punika. Kula badhe ngaturi unjukan rumiyin.","Jika anda ingin beristirahat, silakan duduk di kursi ini. Saya akan menawarkan minuman dulu."
Wingi aku lunga menyang gunung. Hawane seger banget lan pemandangane apik banget. Aku seneng banget.,Kemarin saya pergi ke gunung. Udaranya segar sekali dan pemandangannya bagus sekali. Saya senang sekali.
