javanese,indonesian
"Nek arep lunga numpak motor, ojo lali nganggo helm lan aja ngebut, kuwi kanggo keselamatanmu dhewe.","Kalau mau pergi naik motor, jangan lupa memakai helm dan jangan ngebut, itu untuk keselamatanmu sendiri."
Lagi nyapo kowe saiki? Kok meneng wae? Opo ono masalah sing lagi mbok pikirke?,Lagi apa kamu sekarang? Kok diam saja? Apa ada masalah yang sedang kamu pikirkan?
"Sumangga dipun raosaken suguhan ingkang sampun cumawis, mugi saged maremaken penggalih panjenengan.","Silakan dicicipi hidangan yang sudah tersedia, semoga bisa memuaskan hati anda."
"Dhek semana, aku isih cilik, kerep dolan menyang omahe mbah, nanging saiki wis ora iso amarga wis adoh.","Dulu, saat saya masih kecil, sering bermain ke rumahnya nenek, tapi sekarang sudah tidak bisa karena sudah jauh."
"Menawi wonten kalepatan ingkang kula sengaja utawi mboten, kula nyuwun pangapunten ingkang kathah.","Jika ada kesalahan yang saya sengaja maupun tidak, saya mohon maaf yang sebesar-besarnya."
"Aku pengen banget bisa nyukupi kebutuhan keluargaku, mula saka kuwi aku kudu nyambut gawe sing sregep.","Saya ingin sekali bisa mencukupi kebutuhan keluargaku, maka dari itu saya harus bekerja yang rajin."
"Ojo lali sholat limang wektu, amarga sholat kuwi cagak agomo lan minangka kewajiban kanggo umat Islam.","Jangan lupa sholat lima waktu, karena sholat itu tiang agama dan sebagai kewajiban untuk umat Islam."
"Yen wis lulus sekolah, aku arep ngelanjutke kuliah lan golek ilmu supaya bisa sukses ing masa depan.","Jika sudah lulus sekolah, saya akan melanjutkan kuliah dan mencari ilmu supaya bisa sukses di masa depan."
Kulo tumut bingah mireng kabar menawi panjenengan sampun pikantuk pakaryan ingkang dipun impen-impenaken.,Saya ikut senang mendengar kabar bahwa anda sudah mendapatkan pekerjaan yang diimpikan.
"Nek awakmu pengen dadi wong sing apik, kudu sregep ngibadah lan nglakoni amalan sing becik.","Kalau kamu ingin menjadi orang yang baik, harus rajin beribadah dan melakukan amalan yang baik."
"Nuwun sewu, kula badhe nyuwun pirsa, dalan tumuju dhateng alun-alun punika langkung pundi nggih?","Permisi, saya mau bertanya, jalan menuju ke alun-alun itu lewat mana ya?"
"Yen arep tuku klambi, becike ditiliki disik bahan lan jahitanne, supaya ora gampang rusak.","Kalau mau beli baju, sebaiknya dilihat dulu bahan dan jahitannya, supaya tidak mudah rusak."
"Urip iku pancen abot, nanging kudu tetep disyukuri lan dilakoni kanthi ikhlas lan sabar.","Hidup itu memang berat, tetapi harus tetap disyukuri dan dijalani dengan ikhlas dan sabar."
"Aku pengen banget lunga menyang Mekah, nanging saiki durung ono kesempatan lan rejeki.","Saya ingin sekali pergi ke Mekah, tetapi sekarang belum ada kesempatan dan rejeki."
"Mugi-mugi panjenengan tansah diparingi kesehatan lan katentreman ati, uga dilindhungi saka bebaya.","Semoga Anda selalu diberikan kesehatan dan ketentraman hati, juga dilindungi dari bahaya."
"Bocah-bocah saiki kok senengane dolanan HP wae, lali karo dolanan tradisional.","Anak-anak sekarang kok sukanya bermain HP saja, lupa dengan permainan tradisional."
"Menawi sampun dugi dalem, ngaturaken salam dhateng Bapak lan Ibu, lan matur nuwun sampun dipun paringi sangu.","Jika sudah sampai rumah, sampaikan salam kepada Bapak dan Ibu, dan berterima kasih sudah diberi bekal."
"Aku janji bakal sregep sinau lan ora bakal nguciwani wong tuwaku, amarga wong tuwaku wis berjuang kanggo aku.","Saya berjanji akan rajin belajar dan tidak akan mengecewakan orang tuaku, karena orang tuaku sudah berjuang untuk saya."
"Yen ono masalah ojo dipendem dewe, luwih becik dirembug karo wong sing dipercaya supaya entuk solusi sing apik.","Kalau ada masalah jangan dipendam sendiri, lebih baik dirundingkan dengan orang yang dipercaya supaya mendapat solusi yang baik."
"Saderengipun miwiti nyambut damel, langkung sae diwiwiti kanthi ndedonga supaya diwenehi kelancaran lan berkah.","Sebelum memulai bekerja, lebih baik diawali dengan berdoa supaya diberi kelancaran dan berkah."
"Pengen banget tuku sepeda motor anyar, nanging durung duwe duwit, mulane kudu nabung kanthi sregep.","Ingin sekali membeli sepeda motor baru, tetapi belum punya uang, makanya harus menabung dengan rajin."
Mugi-mugi sedoyo amal ibadah kita dipun tampi dening Gusti Allah SWT lan dipun paringi ganjaran ingkang sae.,Semoga semua amal ibadah kita diterima oleh Tuhan Allah SWT dan diberikan ganjaran yang baik.
"Nek pengen urip tentrem, kudu eling marang Gusti Allah lan tansah nglakoni kabecikan marang sesama.","Kalau ingin hidup tentram, harus ingat kepada Tuhan Allah dan selalu melakukan kebaikan kepada sesama."
"Aja nganti lali karo kanca lawas, amarga kanca lawas iku luwih aji tinimbang kanca anyar.","Jangan sampai lupa dengan teman lama, karena teman lama itu lebih berharga daripada teman baru."
"Tulung resik-resik kamar iki, amarga kamare wis kaya kapal pecah lan ora karuan banget.","Tolong bersihkan kamar ini, karena kamarnya sudah seperti kapal pecah dan tidak karuan sekali."
"Menawi badhe kesah, sumangga dipun cek rumiyin sedaya pirantosipun, ampun ngantos wonten ingkang ketinggalan.","Jika akan pergi, silakan dicek terlebih dahulu semua peralatannya, jangan sampai ada yang tertinggal."
"Sakniki aku lagi sinau basa Inggris, muga-muga iso lancar lan saged komunikasi karo wong manca.","Sekarang saya lagi belajar bahasa Inggris, semoga bisa lancar dan dapat berkomunikasi dengan orang asing."
"Nak, yen kowe dadi wong kang sukses, ojo nganti sombong lan lali marang asal-usulmu.","Nak, jika kamu menjadi orang yang sukses, jangan sampai sombong dan lupa dengan asal-usulmu."
"Mugi-mugi panjenengan tansah diparingi kesehatan, katentreman, lan rejeki ingkang berkah saking Gusti Allah.","Semoga anda selalu diberikan kesehatan, ketentraman, dan rejeki yang berkah dari Tuhan Allah."
"Pengen banget lunga menyang Eropa, nanging sayang durung ono duit lan kesempatan kanggo lunga kana.","Ingin sekali pergi ke Eropa, tapi sayang belum ada uang dan kesempatan untuk pergi ke sana."
"Pancen angel golek katresnan sejati, nanging yen wis ketemu kudu dijaga lan dirumat kanthi becik.","Memang sulit mencari cinta sejati, tetapi jika sudah ketemu harus dijaga dan dirawat dengan baik."
"Menawi panjenengan sampun cekap anggenipun ngaso, monggo dipun lajengaken malih nyambut damel kanthi semangat.","Jika Anda sudah cukup beristirahat, mari dilanjutkan lagi bekerja dengan semangat."
"Sesuk aku arep lunga menyang pantai karo kanca-kanca, arep ngrayakake ulang tahunku kanthi sederhana.","Besok saya akan pergi ke pantai bersama teman-teman, mau merayakan ulang tahunku dengan sederhana."
