javanese,indonesian
Dadi wong kuwi kudu sabar lan narima ing pandum. Aja ngersula yen ora keturutan.,Menjadi orang itu harus sabar dan menerima apa adanya. Jangan mengeluh kalau tidak kesampaian.
"Menawi kesah dhateng Yogyakarta, panjenengan badhe nitih napa? Sareng kaluwarga napa piyambakan?","Kalau pergi ke Yogyakarta, anda akan naik apa? Bersama keluarga atau sendirian?"
Dhik kae aku weruh kowe ing pasar. Kowe lagi tuku apa? Kok katon bingung?,Kemarin saya melihat kamu di pasar. Kamu sedang membeli apa? Kok terlihat bingung?
"Sumangga dipun suguhaken unjukanipun, mboten usah isin-isin. Anggap mawon griya piyambak.","Silakan disuguhkan minumannya, tidak usah malu-malu. Anggap saja rumah sendiri."
Bapak ngakon aku ngati-ati yen numpak motor. Aja ngebut lan aja nglanggar peraturan.,Ayah menyuruh saya berhati-hati kalau naik motor. Jangan ngebut dan jangan melanggar peraturan.
"Menawi panjenengan kersa ngunjuk kopi, kula badhe ndamelaken. Kopi ireng napa kopi susu?","Jika anda ingin minum kopi, saya akan membuatkan. Kopi hitam atau kopi susu?"
Aku pengen bisa lunga menyang Mekah lan Madinah. Muga-muga wae bisa kelakon sak keluarga.,Saya ingin sekali bisa pergi ke Mekah dan Madinah. Semoga saja bisa terwujud sekeluarga.
"Kula ngaturaken sugeng enjing, mugi dinten punika pinaringan kaberkahan lan kalancaran. Amin.","Saya mengucapkan selamat pagi, semoga hari ini diberikan keberkahan dan kelancaran. Amin."
Simbahe mesthi ngandhani supaya aja lali maca Al-Quran. Kuwi kanggo nentremke ati lan pikiran.,Kakek selalu berpesan supaya jangan lupa membaca Al-Quran. Itu untuk menenangkan hati dan pikiran.
"Saderengipun miwiti nyambut damel, sumangga sesarengan ngucap bismillah. Mugi Gusti Allah paring berkah.","Sebelum memulai bekerja, mari bersama-sama mengucapkan bismillah. Semoga Tuhan Allah memberikan berkah."
Sesuk arep ana lomba adzan ing masjid cedhak omah. Muga-muga aku bisa menang lan ngarumake jeneng masjid.,Besok akan ada lomba adzan di masjid dekat rumah. Semoga saya bisa menang dan mengharumkan nama masjid.
"Panjenengan kedah ngatos-atos anggenipun nglampahi gesang, supados mboten damel kuciwa tiyang sanes.","Anda harus berhati-hati dalam menjalani hidup, supaya tidak membuat kecewa orang lain."
Dhik kae aku ketemu kanca lawas ing mall. Saiki wis dadi pengusaha sukses lan nduwe akeh karyawan.,Kemarin saya bertemu teman lama di mall. Sekarang sudah menjadi pengusaha sukses dan memiliki banyak karyawan.
"Sumangga dipun dhahar sekulipun, mugi-mugi cocog kaliyan selera panjenengan. Ojo sungkan nggih.","Silakan disantap nasinya, semoga cocok dengan selera anda. Jangan sungkan ya."
Bapak ngakon aku ngati-ati yen numpak motor. Aja lali nganggo helm lan aja nganti ngantuk.,Ayah menyuruh saya berhati-hati kalau naik motor. Jangan lupa memakai helm dan jangan sampai mengantuk.
"Menawi panjenengan kersa ngunjuk kopi, kula badhe ndamelaken. Kopi punika saking kopi pilihan.","Jika anda ingin minum kopi, saya akan membuatkan. Kopi ini dari kopi pilihan."
Aku pengen bisa lunga menyang Eropa lan ngunjungi menara Eiffel. Kuwi impianku saka biyen.,Saya ingin bisa pergi ke Eropa dan mengunjungi menara Eiffel. Itu impianku dari dulu.
"Kula ngaturaken sugeng sonten, mugi panjenengan tansah pinaringan kaberkahan lan katentreman ing manah.","Saya mengucapkan selamat sore, semoga anda selalu diberikan keberkahan dan ketentraman di hati."
Simbahe mesthi ngandhani supaya aja lali maca sholawat. Kuwi kanggo nambah rasa tresna marang Nabi Muhammad.,Kakek selalu berpesan supaya jangan lupa membaca sholawat. Itu untuk menambah rasa cinta kepada Nabi Muhammad.
"Saderengipun miwiti sinau, sumangga sesarengan ngucap basmalah. Mugi ilmu ingkang dipun pikantuk saged manfaat.","Sebelum memulai belajar, mari bersama-sama mengucapkan basmalah. Semoga ilmu yang didapatkan bisa bermanfaat."
"Sesuk arep ana kerja bakti resik-resik masjid. Aja lali melu ya, supaya masjid katon resik lan nyaman.","Besok akan ada kerja bakti membersihkan masjid. Jangan lupa ikut ya, supaya masjid terlihat bersih dan nyaman."
"Panjenengan kedah ngatos-atos anggenipun nglampahi gesang, supados mboten damel kuciwa tiyang sepuh. Bekti marang wong tuwa kuwi wajib hukumnya.","Anda harus berhati-hati dalam menjalani hidup, supaya tidak membuat kecewa orang tua. Berbakti kepada orang tua itu wajib hukumnya."
"Dhik kae aku ketemu kanca lawas ing mall. Saiki wis dadi wong gedhe lan sukses, nanging tetep andhap asor lan ora sombong.","Kemarin saya bertemu teman lama di mall. Sekarang sudah menjadi orang dewasa dan sukses, tetapi tetap rendah hati dan tidak sombong."
"Sumangga dipun suguhaken dhaharanipun, mugi-mugi cocog kaliyan selera panjenengan. Dipun raosaken nggih.","Silakan disuguhkan makanannya, semoga cocok dengan selera anda. Dicicipi ya."
Bapak ngakon aku ngati-ati yen numpak motor. Aja nganti kacilakan lan aja nganti nabrak wong liya.,Ayah menyuruh saya berhati-hati kalau naik motor. Jangan sampai kecelakaan dan jangan sampai menabrak orang lain.
"Menawi panjenengan kersa ngunjuk kopi, kula badhe ndamelaken. Punika kopi asli saking daerah pegunungan.","Jika anda ingin minum kopi, saya akan membuatkan. Ini kopi asli dari daerah pegunungan."
Aku pengen bisa lunga menyang Mekah lan Madinah. Arep ngibadah kanthi khusyuk lan nyuwun pangapura marang Gusti Allah.,Saya ingin bisa pergi ke Mekah dan Madinah. Mau beribadah dengan khusyuk dan meminta ampunan kepada Tuhan Allah.
"Kula ngaturaken sugeng dalu, mugi panjenengan tansah pinaringan karahayon lan katentreman ingkang langgeng.","Saya mengucapkan selamat malam, semoga anda selalu diberikan keselamatan dan ketentraman yang langgeng."
Simbahe mesthi ngandhani supaya aja lali ngibadah. Amarga ibadah kuwi minangka bukti syukur marang Gusti Allah.,Kakek selalu berpesan supaya jangan lupa beribadah. Karena ibadah itu merupakan bukti syukur kepada Tuhan Allah.
"Saderengipun miwiti makarya, sumangga sesarengan ngucap bismillah. Mugi sedaya pikantuk berkah saking Gusti Ingkang Maha Kuasa.","Sebelum memulai bekerja, mari bersama-sama mengucapkan bismillah. Semoga semua mendapat berkah dari Tuhan Yang Maha Kuasa."
