javanese,ground_truth,generated
Rega dhuwur banget porsi sithik banget ora janji maneh aku teko kanggo kepindho. Panganane ora beda adoh karo emakku dong!,Harga selangit porsi seiprit tidak janji lagi saya datang untuk yang kedua kali. Masakannya tidak beda jauh sama ema saya dong!,"""Harga mahal banget porsi sedikit banget tidak akan lagi saya datang untuk kembali. Makanan tidak beda jauh dengan masakan ibuku dong!"""
"Anyar lan kashediya, 5 sekat mangan awan kotak kotak mangan yooyee kotak bekal anti bocor 590","Baru dan tersedia, 5 sekat makan siang kotak kotak makan yooyee kotak bekal anti bocor 590","Baru dan terjaga, 5 kotak makan siang kotak kotak makan yaa kotak bekal anti bocor 590"
"Ora ngerti ya kenangapa resto iki manggoni ranking 12 saka 1800an resto sing ana ing jakarta. Regane larang! Panggonane ndhelik, lan rasa panganane biasa bae. Aja percaya banget karo review sing nyesatake.","Tidak mengerti ya kenapa resto ini menduduki peringkat 12 dari 1800an resto yang ada di jakarta. Harga mahal! Lokasi tersembunyi, dan rasa makanan biasa saja. Jangan terlalu percaya sama review yang menyesatkanlah.","""Tidak paham ya kenapa resto ini menduduki ranking 12 dari 1800an resto yang ada di jakarta. Harganya mahal! Tempatnya biasa saja, dan rasa makanannya biasa saja. Jangan percaya banget dengan review yang menyesatkan."""
Bledosan ning aksi protes ning afghanistan mateni wong 68,Ledakan dalam aksi protes di afghanistan tewaskan 68 orang,Ledakan di aksi protes di afghanistan tewaskan orang 68
"Aku teka marang restoran kuwi bareng karo kancaku. Kancaku kakehan kaget ndhelok pemandangane sing apik tenan ing mbengi. Aku ndhuweni kasempatan njajal stik impore, enak tenan apa maneh sause. Mmm yummi. Yen ana kasempatan aku pengen teka maneh marang kana.","Saya berkunjung ke restoran itu bersama dengan teman saya. Teman saya kebanyakan terkejut melihat pemandangannya yang sangat indah di malam hari. Saya berkesempatan mencoba steak impornya, sangat enak apalagi sausnya. Mmm yummi. Kalau ada kesempatan saya ingin berkunjung lagi ke sana.","""Saya datang ke restoran itu bersama teman-teman saya. Temanku sangat kaget melihat pemandangan yang sangat indah di malam hari. Saya memiliki kesempatan untuk mencoba stik impor, enak sekali apalagi sausnya. Mmm yummi. Kalau ada kesempatan saya ingin datang ke sana lagi."""
Akses menyang dusun bambu isa ditekani kira-kira ing wektu 1 - 2 jam nganggo mobil pribadi. Mara menyang dusun bambu diusahakake pas wektu wengi amarga awake dhewe isa ndelok cetha pemandangan sing ana lan wektu sing pas kanggo mangan wengi.,Akses menuju dusun bambu bisa ditempuh kira-kira dalam waktu 1 - 2 jam menggunakan mobil pribadi. Berkunjung ke dusun bambu diusahakan saat petang hari karena kita dapat melihat jelas pemandangan yang ada dan waktu yang pas untuk makan malam.,Akses ke ke dusun bambu bisa ditempuh kira-kira dalam waktu 1 - 2 jam menggunakan mobil pribadi. Pergi ke ke dusun bambu diusahakan pada waktu malam karena sipemilik kita bisa melihat suasana pemandangan yang ada dan waktu yang tepat untuk makan malam.
"Panganane oke padha karo xo suki liyane. Nanging sanajan dina prei gedhe kaya badha iki udhu artine meseme prei lan pesenan ombe, lan liya-liyane kudu mesen ping akeh. Tulung dijaga kepuasan pelanggane. Matur suwun,","Makanan oke sama seperti xo suki lainnya. Tetapi walaupun hari libur besar seperti lebaran ini bukan berarti senyumnya libur dan order minum, dan lain-lain harus order berkali-kali. Tolong di jaga kepuasan pelanggannya. Terima kasih.","""Makanannya oke sama dengan xo suki lainnya. Namun meskipun diskon besar seperti kemaren terbilang mengecewakan antara order banyak dan pesanan jomblober, dan yang lainnya harus order banyak. Harap dijaga kepuasan pelanggannya. Terima kasih,"""
"Restoran iki yaiku panggon kuliner sing wajib diparani umpama nyang bandung. Ora mung panganane sing manjakne ilat panganan sunda banget, restoran iki uga dibangun nganggo konsep mangan santai ning jero kali dadi nawarne pengalaman kuliner sing berkesan banget. Kudu dijajal dinggo sopo ae sing nyang bandung.","Restoran ini adalah sebuah destinasi kuliner yang wajib dikunjungi bila ke bandung. Selain makanan yang sangat memanjakan lidah makanan sunda, restoran ini juga dibangun dengan konsep makan santai di dalam saung yang dikelilingi alam hutan dan pegunungan yang dihias pepohonan rindang dan dihibur oleh gemericik air sungai sehingga menawarkan pengalaman kuliner yang teramat mengesankan. Harus dicoba bagi siapapun yang ke bandung.","""Restoran ini merupakan tempat kuliner yang wajib dikunjungi apabila di bandung. Tidak hanya hidangan kulinernya yang memanjakan lidah kuliner sunda banget, restoran ini juga dibangun dengan konsep makan santai di dalam sungai sehingga nuansa pengalaman kuliner yang sangat berkesan. Wajib dicoba untuk siapa saja yang datang ke bandung."""
Mbalik ngaktifne paket data indosat merga isa akses youtube unlimited.,Kembali mengaktifkan paket data indosat karena dapat akses youtube unlimited.,"""Balik aktifkan paket data indosat karena bisa akses youtube unlimited."""
Aku nembe ngerti ketemu kancaku sek makarya nang trans tv,Saya baru saja bertemu teman saya yang bekerja di trans tv,"""Aku baru tahu bertemu temanku yang bekerja di trans tv"""
"Omah mangan ning dalan anggrek iki nduwe keistimewaan jenis seafood sing rena-rena lan ana sing isih urip dinggo dipilih lan dimasak pas kuwi uga. Rena-rena jenis panganan isa dipilih lan wektu ngenteni sing sediluk nggarai adewe ora tek kesuwen keluwen ngenteni. Menu kerapu kukuse enak banget lan gurih, apa meneh lak dimasak karo iwak sing isih seger. Lokasine lumayan adem, regane mirah.","Rumah makan di jalan anggrek ini memiliki keistimewaan jenis seafood yang beragam dan ada yang masih hidup untuk dipilih dan dimasak saat itu juga. Berbagai jenis masakan dapat dipilih dan waktu tunggu yang singkat membuat kita tidak terlalu lama kelaparan menunggu. Menu kerapu kukusnya sangat enak dan gurih, apalagi bila dimasak dengan ikan yang masih segar. Lokasi cukup sejuk, harga murah.","""Rumah makan di jalan anggrek ini memiliki keistimewaan jenis seafood yang beragam dan ada yang masih hidup untuk dipilih dan dimasak saat itu juga. Beragam jenis makanan dapat dipilih dan waktu menunggu yang masih hidup membuat kami tidak terlalu lama menunggu. Menu kerapu kukus sangat enak dan gurih, apalagi saat dimasak dengan ikan yang masih segar. Lokasinya cukup adem, harganya juga terjangkau."""
"Kaya biasane awakdewe mesti golek kuliner sing liya timbangane sing liyane, awakdewe entuk ning panggen iki yaiku the restaurant padma hotel. Awakdewe pesen menu sing ana. Ana saka indonesia, eropa lan cina, tibake kabeh masakane enak kabeh.","Seperti biasa kami selalu mencari kuliner yang lain daripada yang lain, dapatlah kami di tempat ini yaitu the restaurant padma hotel. Kami memesan menu yang ada. Ada dari indonesia, eropa dan chinese, ternyata semua masakannya enak semuanya.","""Seperti biasa kami selalu mencari kuliner yang berbeda dari yang lainnya, kami mendapatkan di restoran ini yaitu the restaurant padma hotel. Kami memesan menu yang ada. Ada dari indonesia, eropa dan cina, ternyata semua masakannya enak semua."""
Iya kuwi sing nggawe aku kesel. Iki udu salahe sing ngelamar nanging jelas 100% salahe pihak sing ana ing ndhuwur sing embuh piye carane dheweke koordinasi. Nyesek aku kuwi sanajan iki kasus kancaku sing ing lampung.,Iya itu yang bikin saya kesal. Ini bukan kesalahan sang pelamar tapi jelas 100% kesalahan pihak yang di atas yang entah bagaimana cara mereka berkordinasi. Nyesek saya itu walaupun ini kasus teman saya yang di lampung.,"""Iya itu yang membuat saya kesal. Ini bukan salahnya yang melamar tapi jelas 100% salah pihak yang ada di atas yang tidak tahu bagaimana cara dia berkoordinasi. Nyesek saya walau ini kasus kawan saya yang di lampung."""
"Pelayanane cukup suwi, nanging suwasanane sing diwenehi apik lan unik, dadi karo ngenteni panganan isa nikmati suwasana ing restoran iki, menu sing disajikake aneka werna lan enak,","Pelayanannya agak lama, tetapi suasana yang diberikan keren dan unik, jadi sambil menunggu makanan bisa menikmati suasana di resto ini, menu yang disajikan beragam dan enak,","""Pelayanannya cukup lama, tapi suasana yang diberikan bagus dan unik, jadi dengan menunggu makanan bisa menikmati suasana di restoran ini, menu yang disajikan beragam warna dan enak, """
"Panganan ing kene enak-enak kanthi akeh variasine. Kabehane enak kanthi pemandangan apik. Pelayanane sing maksimal saka mbak diah lan gina saka ngewiwiti teka nganti rampung, dilayani kanthi apik tenan.","Makanan di sini enak-enak dengan banyak variasi. Semuanya enak dengan pemandangan bagus. Pelayanan yang maksimal dari mbak diah dan gina dari awal datang sampai selesai, dilayani dengan sangat baik.","""Makanan di sini enak-enak dengan berbagai variasi. Semuanya enak dengan pemandangan indah. Pelayanannya yang maksimal dari mbak diah dan gina dari datang sampai selesai, ditangani dengan baik sekali."""
"Ana ing ajang piala dunia 2018 sesuk, telkomsel njupuk bagian minangka pandukung penyiaran resmi ing perhelatan sepak bola donya kasebut.","Dalam ajang piala dunia 2018 nanti, telkomsel mengambil bagian sebagai pendukung penyiaran resmi dalam perhelatan sepak bola dunia tersebut.","""Di ajang piala dunia 2018 besok, telkomsel mengambil bagian sebagai pendukung siaran resmi di perhelatan sepak bola dunia tersebut."""
De'e biasane tuku tisu paseo,Dia biasanya membeli tisu paseo,"""Dia biasanya beli tisu paseo"""
"Buse ora nyaman, mbak, ora sumbut karo sing diomongne bosmu, urung maneh panganane kurang enak banget, terus panggon wisata tujuane sing nggelakne:","Busnya tidak nyaman, mbak, tidak sesuai dengan yang diomongin atasan Anda, belum lagi makanannya kurang enak banget, lalu tempat wisata tujuannya yang mengecewakan:","""Busnya tidak nyaman, mbak, tidak sesuai dengan yang diomongsi bosmu, belum lagi makanan kurang enak banget, terus tempat wisata tujuannya yang bikin ketawa:"""
"Cukup gampang golek lokasi iki, mung ngikuti wae arah menyang tengah kota. Mengko ning kiwa dalan ketok parkiran mobil sing cukup akeh, nengkono panggonan kafe iki. Rasane kafe iki pancen arang sepi, pengunjunge akeh banget.","Cukup mudah mencari lokasi ini, tinggal mengikuti saja arah ke tengah kota. Nanti di kiri jalan terlihat parkiran mobil yang cukup banyak, disitulah tempat kafe ini. Rasanya kafe ini memang jarang sepi, banyak sekali pengunjung.","""Relatif mudah menemukan lokasi ini, hanya mengikuti saja arah menuju ke tengah kota. Sesudah di sisi kiri jalan tampak parkiran mobil yang cukup luas, inilah tempat kafe ini. Suasana kafe ini memang cukup ramai, pengunjung sangat banyak."""
"Gela aku karo provider iki, nganti sebel, nesu, emosi, aku metu, gara gara, sinyal sing ora bener.","Kecewa saya dengan provider ini, sampai kesal, marah, emosi, saya keluar, gara gara, sinyal yang tidak benar.","""Betul saya dengan provider ini, sampai sebel, marah, emosi, saya keluar, gara gara, sinyal yang tidak benar."""
"Sarung bantal, seprei lan slimute uwis ora putih...terus temboke wes akeh lumut..","Sarung bantal, seprai dan selimutnya tidak lagi putih...trus dindingnya sudah banyak lumut..","Sarung bantal, seprai dan selimut sudah tidak putih lagi..terusan temboknya sudah banyak lumut.."
"Lan pas dheweke teka, saya rusak wae iki acara. Gilo banget aku karo dheweke, asli! Ngapuro yoo aku ora seneng banget karo dheweke","Dan ketika dia tiba, makin rusak saja ini acara. Jijik banget gue sama dia, asli! Maaf yaah gue enggak suka banget sama dia","""Dan pas dia datang, saya hancur saja deh ini acara. Gila banget gue sama dia, asli! Maaf ya aku tidak suka banget sama dia"""
"Dhewe ana acara mangan mbengi wektu kuwi, es krime ora dipisah karo espresso dadi ora isa nyampur sing cocok karo selerane awakedhewe. Salmon steake uga kurang seger, kulit salmone atos, ketoke suwi ing kulkas utawa freezer. Sanajan iku menu utama sing kudune enak.","Kami ada acara makan malam waktu itu, ice krimnya tidak dipisahkan dengan espresso jadi tidak bisa mencampur sesuai selera masing-masing. Salmon steaknya juga kurang segar, kulit salmonnya keras, keliatannya lama di kulkas atau freezer. Padahal itu menu utama yang seharusnya enak.","""Kami ada acara makan malam waktu itu, es krime tidak dipisahkan dengan espresso jadi tidak bisa mencampur yang cocok dengan selera kami masing-masing. Salmon steaknya juga kurang segar, kulit salmon atas, sepertinya sudah lama di kulkas atau freezer. Meskipun itu menu utama yang seharusnya enak."""
"Panggonane gampang ditemukake. Resik lan higienis, pelayanane apik, dhewe bisa diskusi babagan panganan kang kasadia. Asik.","Tempatnya mudah ditemukan. Bersih dan higienis, pelayanannya bagus, kita bisa diskusi tentang masakan yang tersedia. Asik.","""Tempatnya mudah dijangkau. Bersih dan higienis, pelayanan yang baik, kami bisa berdiskusi mengenai makanan yang disajikan. Menyenangkan."""
Buffet mangan mbengi paling top. Regane pas karo sing dientukake. Rasane enak piliane akeh. Regane kadang didiskon yen teko rombongan. Sukses terus ya.,Buffet makan malam paling top. Harga sesuai yang didapat. Rasanya enak pilihannya banyak. Harga kadang didiskon jika datang rombongan. Sukses selalu ya.,"""Buffet makan malam paling top. Harganya sesuai dengan apa yang disajikan. Rasanya enak pilihan banyak. Harganya kadang didiskon jika datang dalam rombongan. Sukses terus ya."
Panggon sing apik yen dinikmati wengi. Cukup nyaman. Ragane lumayan murah. Senenganku stik tenderloine. Cukup enak.,Tempat yang bagus kalau dinikmati malam hari. Cukup nyaman. Harga cukup terjangkau. Favorit saya steak tenderloinnya. Cukup enak.,Tempat yang bagus jika dinikmati malam hari. Cukup nyaman. Harganya lumayan murah. Favorit saya stik tenderloinnya. Cukup enak.
"Njajal kanggo buka puasa ing kene. Kanggo rega sing kagolong larang ana ing antara hotel berbintang sakelasae, rasa sing ditawakake tenan nguciwakake. Pastane ora ana rasane, panganan liyane uga ora ana rasane. Beda tenan karo apa sing biasa ditawakake. Lan pelayanane uga kurang profesional pas ngelakoni pembayaran nganggo kartu kredit.","Mencoba untuk buka puasa di sini. Dengan harga yang tergolong mahal di antara hotel berbintang sekelasnya, rasa yang ditawarkan sangat mengecewakan. Pastanya hambar, makanan lain juga hambar. Sangat berbeda dengan apa yang biasa ditawarkan. Dan pelayanan juga kurang profesional pada saat melakukan pembayaran dengan mengunakan kartu kredit.","""Coba untuk buka puasa di sini. Untuk harga yang tergolong mahal di antara hotel berbintang selevel, rasa yang ditawarkan sungguh mengecewakan. Pastanya tidak berasa, makanan lainnya pun tidak berasa. Beda sekali dengan apa yang biasa disajikan. Dan pelayanannya pun kurang profesional saat melakukan pembayaran menggunakan kartu kredit."""
"Aku uga bingung loh, sing ndukung tokoh kuwi meh kabeh setipe bisane mung ngenyek-ngenyek, fitnah, tembung-tembung kasar, nyebarna isu ngapusi, ngutamakake emosi, akal sehate ora pernah dinggo.","Gue juga bingung loh, pendukung tokoh itu hampir semuanya setipe bisanya cuma maki-maki, fitnah, kata-kata kasar, menyebar isu bohong, mengutamakan emosi, akal sehat tidak pernah dipakai.","""Saya juga bingung sih, yang mendukung tokoh itu malah semuanya serigala bisanya cuma ngomong-ngomong kasar, fitnah, menyebarkan isu palsu, mengutamakan emosi, akal sehat tidak pernah dipakai."""
"Omah mangan nusa indah saiki gelakne ah. Reget, uwong ditokne wae ngrokok ning ruangan nggo ac, pangganan suwe tekane.","Rumah makan nusa indah sekarang mengecewakan ah. Kotor, orang didiamkan saja merokok di ruangan ber ac, makanan lama datangnya.","Rumah makan nusa indah sekarang sangat mengecewakan. Berisik, orang ditolak saja merokok di ruangan ber ac, piringan lama terendam."
Nadia nggoleki hem kanggo adike ning uniqlo,Nadia mencari kemeja untuk adiknya di uniqlo,Nadia mencari kemeja untuk adiknya di uniqlo
"101 dalmatians: The series yaiku seri kartun tipi sing digawe karo disney television animation, kerjo bareng karo jumbo pictures.","101 dalmatians: The series adalah sebuah seri animasi televisi yang diproduksi oleh disney television animation, bekerja sama dengan jumbo pictures.","""101 dalmatians: The series adalah serial kartun televisi yang dibuat oleh disney television animation, bekerja sama dengan jumbo pictures."""
Kantor kang nyambungake korsel - korut dibuka pekan iki,Kantor penghubung korsel - korut dibuka pekan ini,"""Kantor yang menghubungkan kor-sel - kor-ut dibuka minggu ini"""
Menehi berkah bareng sinde! Etukna 50 paket umroh saben tuku minimal rp 15.000 ning alfamart.,Berbagi berkah bersama sinde! Dapatkan 50 paket umroh setiap pembelian minimal rp 15.000 di alfamart.,Menangkan berkah bersama indosat! Dapatkan 50 paket umroh setiap pembelian minimal rp 15.000 di alfamart.
"Tuku kaos, topi utawa jam tangan ning lapak monoton roomstore busa ditawa khusus nganggo aplikasi ning hape bosku.","Beli kaos, topi atau jam tangan di lapak monoton roomstore bisa diego khusus pakai aplikasi di hape boskuh.","Beli kaos, topi atau jam tangan di lapak monoton roomstore bisa ditunggu khusus hanya lewat aplikasi di ponsel bosku."
"Aplikasi google maps akeh paedahe, aku puas nganggone!","Aplikasi google maps sangat bermanfaat, saya puas menggunakannya!","Aplikasi google maps banyak pertolongannya, saya puas pakai!"
"Kanggo malem minggu ing kene pasangan diwenehi panggonan sing ora kapenak, amarga pas uwong lewat ing kana panggonane dhewe obah-obah, luwih pase mirip kaya warung pinggir dalan. Ora sesuai karo rega panganane sing disajikake, kudune pasangan uga diwenehi panggonan sing apik uduk sembarang nerima tamu lan dideleh ing panggonan kaya kuwi.","Untuk malam minggu di sana pasangan diberi tempat yang tidak nyaman, karena saat orang lewat di sana tempat kami goyang-goyang, lebih tepatnya mirip seperti warung pinggir jalan. Tidak sesuai dengan harga makanan yang disajikan, seharusnya pasangan juga diberi tempat yang bagus bukan sembarang terima tamu dan taruh di tempat seperti itu.","""Untuk malam minggu di sini pasangan diberikan tempat yang tidak nyaman, karena saat orang lewat di sana tempat mereka berubah, lebih mirip seperti warung pinggir jalan. Tidak sebanding dengan harga makanan yang disajikan, seharusnya pasangan juga diberikan tempat yang baik tidak sembarangan menerima tamu dan disuruh duduk di tempat seperti itu."""
Menu panganan cukup rena-rena lan nggarai sir mesen kabeh. Mirah? Jelas ae!,Menu makanan cukup bervariasi dan bikin mau dipesan semuanya. Murah? Pastinya!,"""Menu makanan cukup beragam dan membuat sirik semua. Harga? Jelas saja!"""
Bagikno sak akeh-akehe. Ben wong iki diproses. Kangen ndelok video njaluk sepiro karo nangis-nangis terus wadul nyang mbok e terus omong lak perlakuane kuwi ora sengaja.,Bagikan sebanyak-banyaknya. Biar ini orang diproses. Kangen melihat video minta maaf sambil nangis-nangis lalu ngadu ke emak lalu bilang kalau perlakuan itu tidak sengaja.,"""Bagikan saja sebanyak-banyaknya. Biar orang itu diproses. Kangen lihat video minta berapa trus nangis-nangis terus curhat ke emaknya terus bilang kalau perlakuan itu tidak sengaja."""
"Soto kudus iki anane ning pinggir dalan, kaping pisan arep mangan rada ora mantep uga sih. Amarga pengen ngerti rasa kudus yo dijajal sek. Ee saktenane uga enak lho, lan ana uga pilihan kanggo nyampurake, pokoke enak tenan. Regane murah pol deh. ","Soto kudus ini adanya di kaki lima, pertama kali mau makan agak ragu juga sih. Karena ingin tahu rasa kudus ya dicoba dulu. Ee ternyata enak juga lho, dan ada juga pilhan untuk mencampurnya, pokoknya enak sekali deh. Harganya murah meriah deh.","""Sotonya khas sisi jalan, cuma agak tidak nyaman kalau mau makan agak tidak nyaman sih. Karena ngejek rasa kudus ya dicoba saja. Ee numpaknya juga enak lho, dan juga ada pilihan untuk dicampur, pokoke enak banget. Harganya murah betul deh. """
Olahraga wengi isa dadi pilihan kanggo ngisi wektu lowong.,Olahraga di malam hari dapat menjadi pilihan untuk mengisi waktu luang.,Olahraga malam bisa jadi pilihan untuk mengisi waktu luang.
Restoran seafood. Menu spesiale yuyu sing dipangan karo kulite. Kanggo aku kurang enak. Kulite isih rada atos. Pelayanane biasa-biasa bae.,Restoran seafood. Menu spesialnyanya kepiting yang dimakan dengan kulitnya. Untuk saya kurang enak. Kulitnya masih agak keras. Pelayanannya biasa-biasa saja.,"""Restoran seafood. Menu spesial udang yang dimakan dengan kulitnya. Bagi saya kurang enak. Kulitnya masih agak lengket. Pelayanan standar."""
"Enak lumayan, nanging regane larang amarga porsine luwih sithik. Ana pilihan infused kangen water sek cukup kanggo 4 uwong","Enak lumayan, tapi harganya mahal karena porsinya sedikit kecil. Ada pilihan infused kangen water yang cukup untuk 4 orang","""Enak lumayan, tapi harganya mahal karena porsi lebih sedikit. Ada pilihan infused kangen water yang cukup buat 4 orang"""
"Dinggo daerah banda aceh lan sekitare sik lancar, ora ana gangguan blas.","Untuk daerah banda aceh dan sekitarnya masih lancar, tidak ada gangguan sama sekali.","""Untuk daerah banda aceh dan sekitarnya lancar, tidak ada gangguan sama sekali."""
Emosi karo gojek sing kerep nyasar yen arep menyang omahku.,Emosi dengan gojek yang selalu nyasar kalau mau ke rumah saya.,Emosi sama gojek yang sering nyasar kalau mau ke rumahku.
"Kafe sing nyaman, enak lan murah kanthi desain kafe sing unik lan marakna krasan. Panganan enak lan kopi enak lan fasilitas wifi sing cepet lan tv kabel","Kafe yang nyaman, enak dan murah dengan desain kafe yang unik dan bikin betah. Makanan enak dan kopi enak serta fasilitas wifi yang cepat dan tv kabel","""Cafe yang nyaman, enak dan murah dengan desain cafe yang unik dan menariknya betah. Makanan enak dan kopi enak dan fasilitas wifi yang cepat dan tv kabel"""
