javanese,ground_truth,generated,bertscore
Iya kuwi sing nggawe aku kesel. Iki udu salahe sing ngelamar nanging jelas 100% salahe pihak sing ana ing ndhuwur sing embuh piye carane dheweke koordinasi. Nyesek aku kuwi sanajan iki kasus kancaku sing ing lampung.,Iya itu yang bikin saya kesal. Ini bukan kesalahan sang pelamar tapi jelas 100% kesalahan pihak yang di atas yang entah bagaimana cara mereka berkordinasi. Nyesek saya itu walaupun ini kasus teman saya yang di lampung.,"""Iya itu yang membuat aku kesel. Ini bukan salahnya yang di atas tapi jelas 100% salahnya pihak yang di atas yang embuh bagaimana caranya mereka koordinasi. Kesal saya itu sekarang ternyata ini kasus teman saya yang di lampung.""",0.9330625534057617
"Pelayanane cukup suwi, nanging suwasanane sing diwenehi apik lan unik, dadi karo ngenteni panganan isa nikmati suwasana ing restoran iki, menu sing disajikake aneka werna lan enak,","Pelayanannya agak lama, tetapi suasana yang diberikan keren dan unik, jadi sambil menunggu makanan bisa menikmati suasana di resto ini, menu yang disajikan beragam dan enak,","""Pelayanan cukup ramah, namun suasana yang diberikan baik dan unik, sehingga dengan menunggu makanan bisa menikmati suasana di restoran ini, menu yang disajikan beragam dan enak,""",0.9524849057197571
"Panganan ing kene enak-enak kanthi akeh variasine. Kabehane enak kanthi pemandangan apik. Pelayanane sing maksimal saka mbak diah lan gina saka ngewiwiti teka nganti rampung, dilayani kanthi apik tenan.","Makanan di sini enak-enak dengan banyak variasi. Semuanya enak dengan pemandangan bagus. Pelayanan yang maksimal dari mbak diah dan gina dari awal datang sampai selesai, dilayani dengan sangat baik.","""Makanan di sini enak-enak dengan banyak variasi. Kebanyakan enak dengan pemandangan baik. Pelayanannya yang memaksimalkan dari mbak diah dan gina dari menunggu sampai selesai, dilayani dengan sangat baik.""",0.9601187109947205
"Ana ing ajang piala dunia 2018 sesuk, telkomsel njupuk bagian minangka pandukung penyiaran resmi ing perhelatan sepak bola donya kasebut.","Dalam ajang piala dunia 2018 nanti, telkomsel mengambil bagian sebagai pendukung penyiaran resmi dalam perhelatan sepak bola dunia tersebut.","""Di ajang piala dunia 2018 besok, telkomsel mengambil bagian sebagai penyiar resmi dalam perhelatan sepak bola dunia tersebut.""",0.9726271629333496
De'e biasane tuku tisu paseo,Dia biasanya membeli tisu paseo,"""Dia biasanya membeli tisu paseo""",0.9296806454658508
"Buse ora nyaman, mbak, ora sumbut karo sing diomongne bosmu, urung maneh panganane kurang enak banget, terus panggon wisata tujuane sing nggelakne:","Busnya tidak nyaman, mbak, tidak sesuai dengan yang diomongin atasan Anda, belum lagi makanannya kurang enak banget, lalu tempat wisata tujuannya yang mengecewakan:","""Buruk sekali, sis, tidak sesuai dengan yang diceritakan bos kamu, sampai sekarang makanannya kurang enak sekali, terus tempat wisata tujuan yang mengecewakan:""",0.9348577260971069
"Cukup gampang golek lokasi iki, mung ngikuti wae arah menyang tengah kota. Mengko ning kiwa dalan ketok parkiran mobil sing cukup akeh, nengkono panggonan kafe iki. Rasane kafe iki pancen arang sepi, pengunjunge akeh banget.","Cukup mudah mencari lokasi ini, tinggal mengikuti saja arah ke tengah kota. Nanti di kiri jalan terlihat parkiran mobil yang cukup banyak, disitulah tempat kafe ini. Rasanya kafe ini memang jarang sepi, banyak sekali pengunjung.","""Lokasi cukup mudah dicari ini, hanya mengikuti saja arah ke tengah kota. Nanti di kiri jalan ketok parkiran mobil yang cukup banyak, di sana tempat kafe ini. Rasanya kafe ini benar arang sepi, pengunjungnya sangat banyak.""",0.9527482390403748
"Gela aku karo provider iki, nganti sebel, nesu, emosi, aku metu, gara gara, sinyal sing ora bener.","Kecewa saya dengan provider ini, sampai kesal, marah, emosi, saya keluar, gara gara, sinyal yang tidak benar.","Marah sama provider ini, sampai sebel, suram, emosi, saya keluar, gara gara, sinyal yang tidak benar.",0.966204047203064
"Sarung bantal, seprei lan slimute uwis ora putih...terus temboke wes akeh lumut..","Sarung bantal, seprai dan selimutnya tidak lagi putih...trus dindingnya sudah banyak lumut..","""Bantal cover, seprai dan slimutnya sudah tidak putih...dan temboknya sudah banyak lumut..",0.9450640678405762
"Lan pas dheweke teka, saya rusak wae iki acara. Gilo banget aku karo dheweke, asli! Ngapuro yoo aku ora seneng banget karo dheweke","Dan ketika dia tiba, makin rusak saja ini acara. Jijik banget gue sama dia, asli! Maaf yaah gue enggak suka banget sama dia","""Dan pas dia datang, saya merusak saja ini acara. Kesal banget saya sama dia, asli! Berjebak deh saya sama dia""",0.9279516339302063
"Dhewe ana acara mangan mbengi wektu kuwi, es krime ora dipisah karo espresso dadi ora isa nyampur sing cocok karo selerane awakedhewe. Salmon steake uga kurang seger, kulit salmone atos, ketoke suwi ing kulkas utawa freezer. Sanajan iku menu utama sing kudune enak.","Kami ada acara makan malam waktu itu, ice krimnya tidak dipisahkan dengan espresso jadi tidak bisa mencampur sesuai selera masing-masing. Salmon steaknya juga kurang segar, kulit salmonnya keras, keliatannya lama di kulkas atau freezer. Padahal itu menu utama yang seharusnya enak.","""Kami ada acara makan malam waktu itu, es krime tidak dipisah dengan espresso sehingga tidak bisa mencampur yang cocok dengan selera masing-masing. Salmon steaknya juga kurang segar, kulit salmonnya keras, sepertinya sudah tua di kulkas atau freezer. Padahal itu menu utama yang seharusnya enak.""",0.9744369983673096
"Panggonane gampang ditemukake. Resik lan higienis, pelayanane apik, dhewe bisa diskusi babagan panganan kang kasadia. Asik.","Tempatnya mudah ditemukan. Bersih dan higienis, pelayanannya bagus, kita bisa diskusi tentang masakan yang tersedia. Asik.","""Tempatnya mudah ditemukan. Bersih dan higienis, pelayanan bagus, kita bisa diskusi tentang makanan yang ada. Asik."" ",0.9759947657585144
Buffet mangan mbengi paling top. Regane pas karo sing dientukake. Rasane enak piliane akeh. Regane kadang didiskon yen teko rombongan. Sukses terus ya.,Buffet makan malam paling top. Harga sesuai yang didapat. Rasanya enak pilihannya banyak. Harga kadang didiskon jika datang rombongan. Sukses selalu ya.,"""Buffet makan malam paling top. Harga sesuai dengan kualitasnya. Rasanya enak pilihannya banyak. Harga kadang didiskon jika datang rombongan. Sukses terus ya.""",0.9730033278465271
Panggon sing apik yen dinikmati wengi. Cukup nyaman. Ragane lumayan murah. Senenganku stik tenderloine. Cukup enak.,Tempat yang bagus kalau dinikmati malam hari. Cukup nyaman. Harga cukup terjangkau. Favorit saya steak tenderloinnya. Cukup enak.,"""Tempat yang bagus kalau dinikmati malam. Cukup nyaman. Harga lumayan murah. Favorit saya steak tenderloinnya. Cukup enak.""",0.9788413047790527
"Njajal kanggo buka puasa ing kene. Kanggo rega sing kagolong larang ana ing antara hotel berbintang sakelasae, rasa sing ditawakake tenan nguciwakake. Pastane ora ana rasane, panganan liyane uga ora ana rasane. Beda tenan karo apa sing biasa ditawakake. Lan pelayanane uga kurang profesional pas ngelakoni pembayaran nganggo kartu kredit.","Mencoba untuk buka puasa di sini. Dengan harga yang tergolong mahal di antara hotel berbintang sekelasnya, rasa yang ditawarkan sangat mengecewakan. Pastanya hambar, makanan lain juga hambar. Sangat berbeda dengan apa yang biasa ditawarkan. Dan pelayanan juga kurang profesional pada saat melakukan pembayaran dengan mengunakan kartu kredit.","""Najaladilah untuk buka puasa di sini. Untuk harga yang setara bintang yang sama, rasa yang disajikan sungguh mengecewakan. Pastinya tidak ada rasanya, makanan lain pun tidak ada rasanya. Sangat berbeda dengan apa yang biasa disajikan. Dan pelayanan pun kurang professional dalam menangani pembayaran via kartu kredit.""",0.9219004511833191
"Aku uga bingung loh, sing ndukung tokoh kuwi meh kabeh setipe bisane mung ngenyek-ngenyek, fitnah, tembung-tembung kasar, nyebarna isu ngapusi, ngutamakake emosi, akal sehate ora pernah dinggo.","Gue juga bingung loh, pendukung tokoh itu hampir semuanya setipe bisanya cuma maki-maki, fitnah, kata-kata kasar, menyebar isu bohong, mengutamakan emosi, akal sehat tidak pernah dipakai.","""Aku juga bingung loh, yang mendukung tokoh itu hampir semua jenis bisanya cuma mengeluh-ngeluh, fitnah, membela-membela kasar, menyebarkan isu hoax, mengutamakan emosi, akal sehatnya tidak pernah buat.""",0.9302856922149658
"Omah mangan nusa indah saiki gelakne ah. Reget, uwong ditokne wae ngrokok ning ruangan nggo ac, pangganan suwe tekane.","Rumah makan nusa indah sekarang mengecewakan ah. Kotor, orang didiamkan saja merokok di ruangan ber ac, makanan lama datangnya.","""Rumah makan nusa indah sekarang buka ya. Harga, jelang tempat merokok di ruangan di pakai ac, tempat makan lama, suasana lama.""",0.8969672918319702
Nadia nggoleki hem kanggo adike ning uniqlo,Nadia mencari kemeja untuk adiknya di uniqlo,"""Nadia mengulas baju untuk dia di uniqlo""",0.9039311408996582
"101 dalmatians: The series yaiku seri kartun tipi sing digawe karo disney television animation, kerjo bareng karo jumbo pictures.","101 dalmatians: The series adalah sebuah seri animasi televisi yang diproduksi oleh disney television animation, bekerja sama dengan jumbo pictures.","""101 dalmatians: The series adalah seri kartun tv yang dibuat oleh disney television animation, bekerja sama dengan jumbo pictures.""",0.9653263688087463
Kantor kang nyambungake korsel - korut dibuka pekan iki,Kantor penghubung korsel - korut dibuka pekan ini,"""Kantor yang nyambungkan korsel - korut dibuka pekan ini""",0.916372537612915
Menehi berkah bareng sinde! Etukna 50 paket umroh saben tuku minimal rp 15.000 ning alfamart.,Berbagi berkah bersama sinde! Dapatkan 50 paket umroh setiap pembelian minimal rp 15.000 di alfamart.,"Berbagi berkah bersama sinde! Dapatkan 50 paket umroh setiap pembelian minimal rp 15.000 di alfamart.""",0.9909841418266296
"Tuku kaos, topi utawa jam tangan ning lapak monoton roomstore busa ditawa khusus nganggo aplikasi ning hape bosku.","Beli kaos, topi atau jam tangan di lapak monoton roomstore bisa diego khusus pakai aplikasi di hape boskuh.","Beli kaos, topi atau jam tangan di lapak monoton roomstore busa ditawa khusus dengan aplikasi di hape bosku.",0.9585493206977844
"Aplikasi google maps akeh paedahe, aku puas nganggone!","Aplikasi google maps sangat bermanfaat, saya puas menggunakannya!","""Aplikasi google maps sangat banyak fungsinya, saya sangat puas menggunakannya!""",0.9554188847541809
"Kanggo malem minggu ing kene pasangan diwenehi panggonan sing ora kapenak, amarga pas uwong lewat ing kana panggonane dhewe obah-obah, luwih pase mirip kaya warung pinggir dalan. Ora sesuai karo rega panganane sing disajikake, kudune pasangan uga diwenehi panggonan sing apik uduk sembarang nerima tamu lan dideleh ing panggonan kaya kuwi.","Untuk malam minggu di sana pasangan diberi tempat yang tidak nyaman, karena saat orang lewat di sana tempat kami goyang-goyang, lebih tepatnya mirip seperti warung pinggir jalan. Tidak sesuai dengan harga makanan yang disajikan, seharusnya pasangan juga diberi tempat yang bagus bukan sembarang terima tamu dan taruh di tempat seperti itu.","""Untuk malam minggu di sini pasangan diberikan tempat yang tidak nyaman, karena saat orang lewat di sana tempatnya kami obah-obah, lebih cocok seperti warung pinggir jalan. Tidak sesuai dengan harga makanannya yang disajikan, sebaiknya pasangan juga diberikan tempat yang bagus seluruhnya menerima tamu dan dihargai di tempat seperti itu.""",0.9542341232299805
Menu panganan cukup rena-rena lan nggarai sir mesen kabeh. Mirah? Jelas ae!,Menu makanan cukup bervariasi dan bikin mau dipesan semuanya. Murah? Pastinya!,"""Menu makanan cukup beragam dan membuat cepat lapar memesen semua. Bedanya? Tentu saja!""",0.894643247127533
Bagikno sak akeh-akehe. Ben wong iki diproses. Kangen ndelok video njaluk sepiro karo nangis-nangis terus wadul nyang mbok e terus omong lak perlakuane kuwi ora sengaja.,Bagikan sebanyak-banyaknya. Biar ini orang diproses. Kangen melihat video minta maaf sambil nangis-nangis lalu ngadu ke emak lalu bilang kalau perlakuan itu tidak sengaja.,Bagikan sebanyak-besarnya. Biarkan orang itu diproses. Saya kangen melihat video meminta perbandingan dengan menangis-menangis terus khawatir pada kakek terus berbicara kalau perbuatan itu tidak sengaja.,0.9294688105583191
"Soto kudus iki anane ning pinggir dalan, kaping pisan arep mangan rada ora mantep uga sih. Amarga pengen ngerti rasa kudus yo dijajal sek. Ee saktenane uga enak lho, lan ana uga pilihan kanggo nyampurake, pokoke enak tenan. Regane murah pol deh. ","Soto kudus ini adanya di kaki lima, pertama kali mau makan agak ragu juga sih. Karena ingin tahu rasa kudus ya dicoba dulu. Ee ternyata enak juga lho, dan ada juga pilhan untuk mencampurnya, pokoknya enak sekali deh. Harganya murah meriah deh.","""Soto kuding ini berada di pinggir jalan, satu aja mau makan agak tidak mantap juga sih. Karena ingin mencoba rasa kuding ya dicoba deh. Oh ternyata enak juga lho, dan ada juga pilihan untuk mencampurkan, secara keseluruhan sangat enak. Harganya murah bener deh. """,0.9347758293151855
Olahraga wengi isa dadi pilihan kanggo ngisi wektu lowong.,Olahraga di malam hari dapat menjadi pilihan untuk mengisi waktu luang.,Olahraga malam bisa menjadi pilihan untuk mengisi waktu luang.,0.9821487069129944
Restoran seafood. Menu spesiale yuyu sing dipangan karo kulite. Kanggo aku kurang enak. Kulite isih rada atos. Pelayanane biasa-biasa bae.,Restoran seafood. Menu spesialnyanya kepiting yang dimakan dengan kulitnya. Untuk saya kurang enak. Kulitnya masih agak keras. Pelayanannya biasa-biasa saja.,"""Restoran seafood. Menu spesialnya udang yang dimasak dengan kuahnya. Untuk saya kurang enak. Kulitnya masih agak keras. Pelayanannya biasa-biasa saja.""",0.9626879096031189
"Enak lumayan, nanging regane larang amarga porsine luwih sithik. Ana pilihan infused kangen water sek cukup kanggo 4 uwong","Enak lumayan, tapi harganya mahal karena porsinya sedikit kecil. Ada pilihan infused kangen water yang cukup untuk 4 orang","""Enak cukup, tapi harganya mahal karena porsinya lebih kecil. Ada pilihan infused thirst quencher water yang cukup untuk 4 orang""",0.9491456747055054
